district,district_code,fiscal_year,expenditure_category,amount,source_format,cpi_u,deflator,amount_real
Regional School District 15,2150012,2011,Equipment,16040,archived_wide,224.923,1.431432090093054,22960.170725092587
Regional School District 16,2160012,2011,Equipment,40318,archived_wide,224.923,1.431432090093054,57712.479008371745
Regional School District 17,2170012,2011,Equipment,10647,archived_wide,224.923,1.431432090093054,15240.457463220746
Regional School District 18,2180012,2011,Equipment,42389,archived_wide,224.923,1.431432090093054,60676.974866954464
Regional School District 19,2190012,2011,Equipment,9716,archived_wide,224.923,1.431432090093054,13907.794187344112
Ridgefield School District,1180011,2011,Equipment,7779,archived_wide,224.923,1.431432090093054,11135.110228833866
Rocky Hill School District,1190011,2011,Equipment,4754,archived_wide,224.923,1.431432090093054,6805.028156302378
Salem School District,1210011,2011,Equipment,2477,archived_wide,224.923,1.431432090093054,3545.6572871604944
Salisbury School District,1220011,2011,Equipment,940,archived_wide,224.923,1.431432090093054,1345.5461646874708
Scotland School District,1230011,2011,Equipment,3644,archived_wide,224.923,1.431432090093054,5216.138536299089
Seymour School District,1240011,2011,Equipment,863,archived_wide,224.923,1.431432090093054,1235.3258937503056
Sharon School District,1250011,2011,Equipment,620,archived_wide,224.923,1.431432090093054,887.4878958576935
Shelton School District,1260011,2011,Equipment,29996,archived_wide,224.923,1.431432090093054,42937.236974431245
Sherman School District,1270011,2011,Equipment,0,archived_wide,224.923,1.431432090093054,0.0
Simsbury School District,1280011,2011,Equipment,23857,archived_wide,224.923,1.431432090093054,34149.675373349986
Somers School District,1290011,2011,Equipment,16456,archived_wide,224.923,1.431432090093054,23555.646474571295
South Windsor School District,1320011,2011,Equipment,-21061,archived_wide,224.923,1.431432090093054,-30147.39124944981
Southington School District,1310011,2011,Equipment,27662,archived_wide,224.923,1.431432090093054,39596.27447615406
Sprague School District,1330011,2011,Equipment,1975,archived_wide,224.923,1.431432090093054,2827.0783779337817
Stafford School District,1340011,2011,Equipment,0,archived_wide,224.923,1.431432090093054,0.0
