district,fiscal_year,school_year,placement_type,count,percent
Granby School District,2020,2019-20,Public Schools in Other Districts,7.0,2.7
Greenwich School District,2020,2019-20,Public Schools in Other Districts,7.0,0.7
Griswold School District,2020,2019-20,Public Schools in Other Districts,15.0,5.6
Groton School District,2020,2019-20,Public Schools in Other Districts,54.0,7.0
Guilford School District,2020,2019-20,Public Schools in Other Districts,13.0,3.5
Hamden School District,2020,2019-20,Public Schools in Other Districts,197.0,17.4
Hartford School District,2020,2019-20,Public Schools in Other Districts,989.0,23.8
Hartland School District,2020,2019-20,Public Schools in Other Districts,14.0,29.2
Hebron School District,2020,2019-20,Public Schools in Other Districts,,
Killingly School District,2020,2019-20,Public Schools in Other Districts,54.0,13.2
Lebanon School District,2020,2019-20,Public Schools in Other Districts,12.0,7.9
Ledyard School District,2020,2019-20,Public Schools in Other Districts,19.0,4.4
Lisbon School District,2020,2019-20,Public Schools in Other Districts,23.0,28.4
Litchfield School District,2020,2019-20,Public Schools in Other Districts,10.0,6.8
Madison School District,2020,2019-20,Public Schools in Other Districts,8.0,2.1
Manchester School District,2020,2019-20,Public Schools in Other Districts,153.0,13.7
Mansfield School District,2020,2019-20,Public Schools in Other Districts,,
Marlborough School District,2020,2019-20,Public Schools in Other Districts,,
Meriden School District,2020,2019-20,Public Schools in Other Districts,114.0,6.6
Middletown School District,2020,2019-20,Public Schools in Other Districts,23.0,3.4
Milford School District,2020,2019-20,Public Schools in Other Districts,17.0,2.0
Monroe School District,2020,2019-20,Public Schools in Other Districts,22.0,5.3
Montville School District,2020,2019-20,Public Schools in Other Districts,32.0,8.3
Naugatuck School District,2020,2019-20,Public Schools in Other Districts,43.0,5.6
New Britain School District,2020,2019-20,Public Schools in Other Districts,273.0,12.3
New Canaan School District,2020,2019-20,Public Schools in Other Districts,,
New Fairfield School District,2020,2019-20,Public Schools in Other Districts,6.0,1.9
New Hartford School District,2020,2019-20,Public Schools in Other Districts,,
New Haven School District,2020,2019-20,Public Schools in Other Districts,451.0,13.8
New London School District,2020,2019-20,Public Schools in Other Districts,133.0,19.6
New Milford School District,2020,2019-20,Public Schools in Other Districts,9.0,1.6
Newington School District,2020,2019-20,Public Schools in Other Districts,23.0,4.1
Newtown School District,2020,2019-20,Public Schools in Other Districts,18.0,3.2
Norfolk School District,2020,2019-20,Public Schools in Other Districts,0.0,0.0
North Branford School District,2020,2019-20,Public Schools in Other Districts,21.0,7.8
North Canaan School District,2020,2019-20,Public Schools in Other Districts,,
North Haven School District,2020,2019-20,Public Schools in Other Districts,18.0,4.8
North Stonington School District,2020,2019-20,Public Schools in Other Districts,8.0,10.5
Norwalk School District,2020,2019-20,Public Schools in Other Districts,87.0,5.2
Norwich School District,2020,2019-20,Public Schools in Other Districts,335.0,34.3
Old Saybrook School District,2020,2019-20,Public Schools in Other Districts,,
Orange School District,2020,2019-20,Public Schools in Other Districts,,
Oxford School District,2020,2019-20,Public Schools in Other Districts,11.0,5.6
Plainfield School District,2020,2019-20,Public Schools in Other Districts,23.0,6.6
Plainville School District,2020,2019-20,Public Schools in Other Districts,10.0,3.3
Plymouth School District,2020,2019-20,Public Schools in Other Districts,8.0,3.3
Pomfret School District,2020,2019-20,Public Schools in Other Districts,27.0,39.7
Portland School District,2020,2019-20,Public Schools in Other Districts,7.0,3.9
Preston School District,2020,2019-20,Public Schools in Other Districts,21.0,25.6
Putnam School District,2020,2019-20,Public Schools in Other Districts,10.0,5.0
Redding School District,2020,2019-20,Public Schools in Other Districts,,
Regional School District 01,2020,2019-20,Public Schools in Other Districts,,
Regional School District 04,2020,2019-20,Public Schools in Other Districts,,
Regional School District 05,2020,2019-20,Public Schools in Other Districts,13.0,4.3
Regional School District 06,2020,2019-20,Public Schools in Other Districts,,
Regional School District 07,2020,2019-20,Public Schools in Other Districts,,
Regional School District 08,2020,2019-20,Public Schools in Other Districts,22.0,10.0
Regional School District 09,2020,2019-20,Public Schools in Other Districts,8.0,6.4
Regional School District 10,2020,2019-20,Public Schools in Other Districts,18.0,6.4
Regional School District 11,2020,2019-20,Public Schools in Other Districts,12.0,23.5
Regional School District 12,2020,2019-20,Public Schools in Other Districts,0.0,0.0
Regional School District 13,2020,2019-20,Public Schools in Other Districts,,
Regional School District 14,2020,2019-20,Public Schools in Other Districts,7.0,3.2
Regional School District 15,2020,2019-20,Public Schools in Other Districts,19.0,3.1
Regional School District 16,2020,2019-20,Public Schools in Other Districts,6.0,2.3
Regional School District 17,2020,2019-20,Public Schools in Other Districts,6.0,1.9
Regional School District 18,2020,2019-20,Public Schools in Other Districts,0.0,0.0
Regional School District 19,2020,2019-20,Public Schools in Other Districts,8.0,5.4
Ridgefield School District,2020,2019-20,Public Schools in Other Districts,10.0,1.6
Rocky Hill School District,2020,2019-20,Public Schools in Other Districts,11.0,3.5
Salem School District,2020,2019-20,Public Schools in Other Districts,31.0,33.3
Salisbury School District,2020,2019-20,Public Schools in Other Districts,,
Scotland School District,2020,2019-20,Public Schools in Other Districts,,
