district,district_code,school,school_code,ppe_federal,ppe_state_local_other,ppe_total_source,fiscal_year,cpi_u,deflator,ppe_federal_real,ppe_state_local_other_real,ppe_total_source_real,enrollment
Derby School District,370011,Irving School,370411,2112,16439,18550,2018,251.1,1.282206292313819,2708.0196893667858,21078.189239346877,23784.926722421344,328.0
Derby School District,370011,Little Raiders University,370111,12484,6252,18736,2018,251.1,1.282206292313819,16007.063353245718,8016.353739545997,24023.417092791715,41.0
East Granby School District,400011,Allgrove School,400111,334,18651,18985,2018,251.1,1.282206292313819,428.2569016328156,23914.42955794504,24342.686459577857,189.0
East Granby School District,400011,East Granby High School,406111,182,20283,20465,2018,251.1,1.282206292313819,233.36154520111504,26006.99022700119,26240.35177220231,253.0
East Granby School District,400011,East Granby Middle School,405111,220,21590,21810,2018,251.1,1.282206292313819,282.0853843090402,27682.833851055355,27964.9192353644,190.0
East Granby School District,400011,R. Dudley Seymour School,400211,323,17299,17623,2018,251.1,1.282206292313819,414.1526324173636,22180.88665073676,22596.321489446436,206.0
East Haddam School District,410011,East Haddam Elementary School,410111,340,18010,18351,2018,251.1,1.282206292313819,435.9501393866985,23092.535324571883,23529.76767025089,306.0
East Haddam School District,410011,Nathan Hale-Ray High School,416111,223,20340,20562,2018,251.1,1.282206292313819,285.93200318598167,26080.07598566308,26364.725782556747,344.0
East Haddam School District,410011,Nathan Hale-Ray Middle School,415111,263,20294,20557,2018,251.1,1.282206292313819,337.22025487853443,26021.094496216643,26358.31475109518,368.0
East Hampton School District,420011,Center School,420311,368,14403,14771,2018,251.1,1.282206292313819,471.8519155714855,18467.617228195937,18939.469143767423,320.0
East Hampton School District,420011,East Hampton High School,426111,0,19410,19410,2018,251.1,1.282206292313819,0.0,24887.62413381123,24887.62413381123,470.0
East Hampton School District,420011,East Hampton Middle School,425111,392,16331,16723,2018,251.1,1.282206292313819,502.6248665870171,20939.71095977698,21442.335826364,450.0
East Hampton School District,420011,Memorial School,420111,543,15157,15701,2018,251.1,1.282206292313819,696.2380167264038,19434.400772600555,20131.920995619275,617.0
East Hartford School District,430011,Anna E. Norris School,430911,1605,13881,15486,2018,251.1,1.282206292313819,2057.94109916368,17798.305543608123,19856.246642771803,305.0
East Hartford School District,430011,Connecticut IB Academy,436311,217,15059,15275,2018,251.1,1.282206292313819,278.2387654320988,19308.744555953803,19585.701115093587,187.0
East Hartford School District,430011,Dr. Franklin H. Mayberry School,430611,1839,16571,18410,2018,251.1,1.282206292313819,2357.977371565113,21247.44046993229,23605.41784149741,372.0
East Hartford School District,430011,Dr. John A. Langford School,432211,1070,15396,16466,2018,251.1,1.282206292313819,1371.9607327757865,19740.84807646356,21112.808809239345,339.0
East Hartford School District,430011,Dr. Thomas S. O'Connell School,431011,852,13796,14648,2018,251.1,1.282206292313819,1092.4397610513738,17689.31800876145,18781.757769812823,537.0
East Hartford School District,430011,East Hartford High School,436211,484,15787,16271,2018,251.1,1.282206292313819,620.5878454798884,20242.19073675826,20862.778582238152,1728.0
East Hartford School District,430011,East Hartford Middle School,435111,720,15792,16511,2018,251.1,1.282206292313819,923.1885304659496,20248.601768219836,21170.508092393466,1039.0
East Hartford School District,430011,Governor William Pitkin School,432011,870,14818,15687,2018,251.1,1.282206292313819,1115.5194743130226,18999.73283950617,20113.97010752688,353.0
East Hartford School District,430011,Joseph O. Goodwin School,430411,764,15106,15870,2018,251.1,1.282206292313819,979.6056073277578,19369.00825169255,20348.613859020308,364.0
East Hartford School District,430011,Robert J. O'Brien School,431811,1336,12925,14261,2018,251.1,1.282206292313819,1713.0276065312623,16572.51632815611,18285.54393468737,433.0
East Hartford School District,430011,Silver Lane School,431211,2601,14398,16999,2018,251.1,1.282206292313819,3335.0185663082434,18461.20619673437,21796.22476304261,295.0
East Hartford School District,430011,Sunset Ridge Middle School,432411,411,14771,15182,2018,251.1,1.282206292313819,526.9867861409797,18939.469143767423,19466.455929908403,325.0
East Hartford School District,430011,Synergy Alternative Program,436411,1009,21617,22625,2018,251.1,1.282206292313819,1293.7461489446434,27717.453420947822,29009.91736360016,95.0
East Haven School District,440011,Carbone School/East Haven Academy,441711,200,14480,14680,2018,251.1,1.282206292313819,256.4412584627638,18566.3471127041,18822.788371166866,340.0
East Haven School District,440011,Deer Run School,440111,1321,18824,20145,2018,251.1,1.282206292313819,1693.794512146555,24136.25124651533,25830.045758661887,231.0
East Haven School District,440011,Dominick H. Ferrara School,441311,64,21058,21122,2018,251.1,1.282206292313819,82.06120270808442,27000.700103544405,27082.761306252487,174.0
East Haven School District,440011,East Haven High School,446111,573,15731,16304,2018,251.1,1.282206292313819,734.7042054958183,20170.38718438869,20905.091389884503,936.0
East Haven School District,440011,Grove J. Tuttle School,441011,47,15511,15558,2018,251.1,1.282206292313819,60.2636957387495,19888.301800079647,19948.5654958184,253.0
East Haven School District,440011,Joseph Melillo Middle School,445111,529,18490,19019,2018,251.1,1.282206292313819,678.2871286340103,23707.994344882514,24386.281473516527,514.0
East Haven School District,440011,Momauguin School,440711,364,15846,16210,2018,251.1,1.282206292313819,466.7230904022301,20317.84090800478,20784.563998407008,283.0
East Haven School District,440011,Overbrook Early Learning Center,441811,5937,18444,24381,2018,251.1,1.282206292313819,7612.458757467144,23649.01285543608,31261.471612903224,122.0
East Lyme School District,450011,East Lyme High School,456111,322,17536,17858,2018,251.1,1.282206292313819,412.8704261250497,22484.76954201513,22897.63996814018,1019.0
East Lyme School District,450011,East Lyme Middle School,455111,299,15733,16032,2018,251.1,1.282206292313819,383.37968140183193,20172.951596973315,20556.331278375143,794.0
East Lyme School District,450011,Flanders School,450111,299,14308,14607,2018,251.1,1.282206292313819,383.37968140183193,18345.807630426123,18729.187311827955,360.0
East Lyme School District,450011,Lillie B. Haynes School,450411,332,16754,17085,2018,251.1,1.282206292313819,425.692489048188,21482.084221425725,21906.4945041816,307.0
East Lyme School District,450011,Niantic Center School,450211,299,17200,17499,2018,251.1,1.282206292313819,383.37968140183193,22053.94822779769,22437.32790919952,174.0
East Windsor School District,470011,Broad Brook Elementary School,470111,867,19237,20105,2018,251.1,1.282206292313819,1111.6728554360811,24665.802445240937,25778.75750696933,448.0
East Windsor School District,470011,East Windsor High School,476111,224,23929,24153,2018,251.1,1.282206292313819,287.21420947829546,30681.914368777376,30969.128578255677,300.0
East Windsor School District,470011,East Windsor Middle School,475411,457,28381,28838,2018,251.1,1.282206292313819,585.9682755874153,36390.2967821585,36976.26505774591,318.0
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,Arts at the Capitol Theater Magnet School (ACT),2536014,406,21654,22060,2018,251.1,1.282206292313819,520.5757546794106,27764.89505376344,28285.47080844285,117.0
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,Quinebaug Middle College,2536114,360,15256,15616,2018,251.1,1.282206292313819,461.59426523297486,19561.339195539626,20022.9334607726,183.0
Eastford School District,390011,Eastford Elementary School,390111,636,19612,20248,2018,251.1,1.282206292313819,815.4832019115889,25146.62980485862,25962.11300677021,150.0
Easton School District,460011,Helen Keller Middle School,465111,97,19639,19735,2018,251.1,1.282206292313819,124.37401035444046,25181.249374751093,25304.34117881322,325.0
Easton School District,460011,Samuel Staples Elementary School,460111,367,17604,17971,2018,251.1,1.282206292313819,470.5697092791716,22571.95956989247,23042.52927917164,579.0
Ellington School District,480011,Center School,480111,429,11670,12099,2018,251.1,1.282206292313819,550.0664994026284,14963.347431302269,15513.413930704895,452.0
Ellington School District,480011,Crystal Lake School,480211,430,12356,12786,2018,251.1,1.282206292313819,551.3487056949422,15842.94094782955,16394.28965352449,293.0
Ellington School District,480011,Ellington High School,486111,125,16545,16670,2018,251.1,1.282206292313819,160.2757865392274,21214.10310633214,21374.37889287137,770.0
Ellington School District,480011,Ellington Middle School,485111,125,13986,14111,2018,251.1,1.282206292313819,160.2757865392274,17932.937204301074,18093.2129908403,449.0
Ellington School District,480011,Windermere School,480611,176,13332,13509,2018,251.1,1.282206292313819,225.66830744723217,17094.374289127838,17321.32480286738,711.0
Elm City College Preparatory School District,2890013,Elm City College Preparatory School,2890113,595,15835,16430,2018,251.1,1.282206292313819,762.9127439267223,20303.736638789327,21066.64938271605,752.0
Elm City Montessori School District,2910013,Elm City Montessori School,2910113,397,14851,15248,2018,251.1,1.282206292313819,509.0358980485862,19042.04564715253,19551.081545201112,170.0
Enfield School District,490011,EPS PK STEAM Academy,491011,4993,14284,19277,2018,251.1,1.282206292313819,6402.056017522898,18315.034679410597,24717.09069693349,66.0
Enfield School District,490011,Edgar H. Parkman School,491311,252,14584,14836,2018,251.1,1.282206292313819,323.1159856630824,18699.696567104736,19022.81255276782,337.0
Enfield School District,490011,Eli Whitney School,491611,911,14224,15135,2018,251.1,1.282206292313819,1168.0899322978892,18238.102301871764,19406.19223416965,369.0
Enfield School District,490011,Enfield High School,496111,350,14803,15154,2018,251.1,1.282206292313819,448.7722023098367,18980.499745121462,19430.554153723613,1561.0
Enfield School District,490011,Enfield Street School,490211,252,14883,15135,2018,251.1,1.282206292313819,323.1159856630824,19083.07624850657,19406.19223416965,318.0
Enfield School District,490011,Hazardville Memorial School,490411,1054,14467,15521,2018,251.1,1.282206292313819,1351.4454320987654,18549.67843090402,19901.123863002787,373.0
Enfield School District,490011,Henry Barnard School,491811,252,14384,14636,2018,251.1,1.282206292313819,323.1159856630824,18443.255308641976,18766.371294305056,400.0
Enfield School District,490011,John F. Kennedy Middle School,495211,246,14667,14914,2018,251.1,1.282206292313819,315.4227479091995,18806.119689366784,19122.8246435683,1100.0
Enfield School District,490011,Prudence Crandall School,491511,793,13907,14700,2018,251.1,1.282206292313819,1016.7895898048586,17831.642907208283,18848.432497013146,414.0
Enfield School District,490011,SELC Integrated Pre-Kindergarten,492211,887,9394,10281,2018,251.1,1.282206292313819,1137.3169812823576,12045.045909996015,13182.362891278372,76.0
Essex School District,500011,Essex Elementary School,500111,662,21128,21790,2018,251.1,1.282206292313819,848.8205655117482,27090.45454400637,27939.27510951812,343.0
Explorations District,2720013,Explorations,2726113,2590,17113,19703,2018,251.1,1.282206292313819,3320.9142970927915,21942.396280366385,25263.31057745918,96.0
Fairfield School District,510011,Burr Elementary School,510211,287,15560,15847,2018,251.1,1.282206292313819,367.9932058940661,19951.129908403025,20319.12311429709,416.0
Fairfield School District,510011,Dwight Elementary School,510111,287,17284,17571,2018,251.1,1.282206292313819,367.9932058940661,22161.65355635205,22529.64676224612,314.0
Fairfield School District,510011,Fairfield Ludlowe High School,516011,261,17067,17328,2018,251.1,1.282206292313819,334.6558422939068,21883.41479091995,22218.070633213854,1510.0
Fairfield School District,510011,Fairfield Warde High School,516211,261,17411,17672,2018,251.1,1.282206292313819,334.6558422939068,22324.493755475905,22659.14959776981,1491.0
Fairfield School District,510011,Fairfield Woods Middle School,515211,242,16842,17084,2018,251.1,1.282206292313819,310.2939227399442,21594.91837514934,21905.212297889284,941.0
Fairfield School District,510011,Holland Hill School,510411,580,15513,16093,2018,251.1,1.282206292313819,743.6796495420151,19890.86621266428,20634.54586220629,379.0
Fairfield School District,510011,Jennings School,511711,287,18741,19027,2018,251.1,1.282206292313819,367.9932058940661,24029.828124253283,24396.53912385504,289.0
Fairfield School District,510011,McKinley School,510611,643,16347,16990,2018,251.1,1.282206292313819,824.4586459577857,20960.226260454,21784.684906411785,432.0
Fairfield School District,510011,Mill Hill School,510711,287,16060,16347,2018,251.1,1.282206292313819,367.9932058940661,20592.233054559936,20960.226260454,347.0
Fairfield School District,510011,North Stratfield School,511611,287,15195,15482,2018,251.1,1.282206292313819,367.9932058940661,19483.12461170848,19851.117817602542,380.0
Fairfield School District,510011,Osborn Hill School,511811,287,17738,18025,2018,251.1,1.282206292313819,367.9932058940661,22743.775213062523,23111.768418956588,423.0
Fairfield School District,510011,Riverfield School,511211,287,15501,15788,2018,251.1,1.282206292313819,367.9932058940661,19875.47973715651,20243.472943050576,413.0
