district,district_code,fiscal_year,object,expenditures,pupils,pupil_basis,ppe,cpi_u,deflator,expenditures_real,ppe_real
Elm City College Preparatory School District,2890013,2019,Total,11620091,756,1,15370,255.653,1.2593711006716135,14634006.79257431,19356.5338173227
Elm City Montessori School District,2910013,2019,Salaries,1620032,199,2,8141,255.653,1.2593711006716135,2040221.4829632354,10252.540130567606
Elm City Montessori School District,2910013,2019,Employee Benefits,494277,199,2,2484,255.653,1.2593711006716135,622478.1695266631,3128.277814068288
Elm City Montessori School District,2910013,2019,Purchased Services,1067637,199,2,5365,255.653,1.2593711006716135,1344551.1838077395,6756.525955103207
Elm City Montessori School District,2910013,2019,Tuition,0,0,4,0,255.653,1.2593711006716135,0.0,0.0
Elm City Montessori School District,2910013,2019,Supplies,92651,199,2,466,255.653,1.2593711006716135,116681.99184832566,586.866932912972
Elm City Montessori School District,2910013,2019,Property,16266,199,2,82,255.653,1.2593711006716135,20484.930323524466,103.2684302550723
Elm City Montessori School District,2910013,2019,Other,650,199,2,3,255.653,1.2593711006716135,818.5912154365487,3.7781133020148405
Elm City Montessori School District,2910013,2019,Total,3291513,199,1,16540,255.653,1.2593711006716135,4145236.349684925,20829.998005108486
Enfield School District,0490011,2019,Salaries,50331723,5070,2,9927,255.653,1.2593711006716135,63386317.393208764,12501.776916367107
Enfield School District,0490011,2019,Employee Benefits,14381421,5070,2,2837,255.653,1.2593711006716135,18111545.993991856,3572.8358126053677
Enfield School District,0490011,2019,Purchased Services,10060871,5070,2,1984,255.653,1.2593711006716135,12670370.184985116,2498.592263732481
Enfield School District,0490011,2019,Tuition,5660857,441,4,12836,255.653,1.2593711006716135,7129119.710834608,16165.287448220832
Enfield School District,0490011,2019,Supplies,4884530,5070,2,963,255.653,1.2593711006716135,6151435.922363516,1212.7743699467637
Enfield School District,0490011,2019,Property,1760225,5070,2,347,255.653,1.2593711006716135,2216776.495679691,437.0017719330499
Enfield School District,0490011,2019,Other,96769,5070,2,19,255.653,1.2593711006716135,121868.08204089137,23.928050912760657
Enfield School District,0490011,2019,Total,87176395,5511,1,15819,255.653,1.2593711006716135,109787432.52373335,19921.991441524253
Essex School District,0500011,2019,Salaries,4964176,332,2,14952,255.653,1.2593711006716135,6251739.793047608,18830.116697241967
Essex School District,0500011,2019,Employee Benefits,1372146,332,2,4133,255.653,1.2593711006716135,1728041.0183021517,5204.980759075778
Essex School District,0500011,2019,Purchased Services,1094979,332,2,3298,255.653,1.2593711006716135,1378984.9084423026,4153.405890014981
Essex School District,0500011,2019,Tuition,228469,6,4,38078,255.653,1.2593711006716135,287727.2559993429,47954.3327713737
Essex School District,0500011,2019,Supplies,228245,332,2,687,255.653,1.2593711006716135,287445.1568727924,865.1879461613985
Essex School District,0500011,2019,Property,13893,332,2,42,255.653,1.2593711006716135,17496.442701630727,52.89358622820777
Essex School District,0500011,2019,Other,4678,332,2,14,255.653,1.2593711006716135,5891.338008941808,17.63119540940259
Essex School District,0500011,2019,Total,7906586,338,1,23392,255.653,1.2593711006716135,9957325.91337477,29459.20878691038
Explorations District,2720013,2019,Salaries,1209809,88,2,13748,255.653,1.2593711006716135,1523598.491932424,17313.83389203334
Explorations District,2720013,2019,Employee Benefits,169061,88,2,1921,255.653,1.2593711006716135,212910.53765064364,2419.2518843901694
Explorations District,2720013,2019,Purchased Services,258301,88,2,2935,255.653,1.2593711006716135,325296.81467457843,3696.2541804711855
Explorations District,2720013,2019,Tuition,0,0,4,0,255.653,1.2593711006716135,0.0,0.0
Explorations District,2720013,2019,Supplies,59721,88,2,679,255.653,1.2593711006716135,75210.90150320943,855.1129773560256
Explorations District,2720013,2019,Property,186033,88,2,2114,255.653,1.2593711006716135,234284.58397124227,2662.310506819791
Explorations District,2720013,2019,Other,7248,88,2,82,255.653,1.2593711006716135,9127.921737667855,103.2684302550723
Explorations District,2720013,2019,Total,1890172,88,1,21479,255.653,1.2593711006716135,2380427.992098665,27050.031871325587
Fairfield School District,0510011,2019,Salaries,114543307,9805,2,11682,255.653,1.2593711006716135,144252530.61115652,14711.97319804579
Fairfield School District,0510011,2019,Employee Benefits,29673714,9805,2,3026,255.653,1.2593711006716135,37370217.86119467,3810.8569506323024
Fairfield School District,0510011,2019,Purchased Services,26099870,9805,2,2662,255.653,1.2593711006716135,32869422.009286024,3352.445869987835
Fairfield School District,0510011,2019,Tuition,8864439,134,4,66153,255.653,1.2593711006716135,11163618.300266378,83311.17642272924
Fairfield School District,0510011,2019,Supplies,7489845,9805,2,764,255.653,1.2593711006716135,9432494.341509782,962.1595209131127
Fairfield School District,0510011,2019,Property,1473959,9805,2,150,255.653,1.2593711006716135,1856261.3681748307,188.90566510074203
Fairfield School District,0510011,2019,Other,118860,9805,2,12,255.653,1.2593711006716135,149688.84902582798,15.112453208059362
Fairfield School District,0510011,2019,Total,188263994,9939,1,18942,255.653,1.2593711006716135,237094233.34061405,23855.007388921702
Farmington School District,0520011,2019,Salaries,46788923,4082,2,11462,255.653,1.2593711006716135,58924617.457749374,14434.911555898034
Farmington School District,0520011,2019,Employee Benefits,11460384,4082,2,2808,255.653,1.2593711006716135,14432876.412199348,3536.314050685891
Farmington School District,0520011,2019,Purchased Services,7395523,4082,2,1812,255.653,1.2593711006716135,9313707.940552233,2281.980434416964
Farmington School District,0520011,2019,Tuition,3112716,128,4,24318,255.653,1.2593711006716135,3920064.574998142,30625.386426132296
Farmington School District,0520011,2019,Supplies,3125869,4082,2,766,255.653,1.2593711006716135,3936629.0830852757,964.678263114456
Farmington School District,0520011,2019,Property,1241190,4082,2,304,255.653,1.2593711006716135,1563118.8164426,382.8488146041705
Farmington School District,0520011,2019,Other,564613,4082,2,138,255.653,1.2593711006716135,711057.2952635017,173.79321189268268
Farmington School District,0520011,2019,Total,73689219,4210,1,17503,255.653,1.2593711006716135,92802072.83966157,22042.77237505525
Franklin School District,0530011,2019,Salaries,1864679,154,2,12108,255.653,1.2593711006716135,2348322.8446292435,15248.465286931896
Franklin School District,0530011,2019,Employee Benefits,283847,154,2,1843,255.653,1.2593711006716135,357468.7088123355,2321.020938537784
Franklin School District,0530011,2019,Purchased Services,826059,154,2,5364,255.653,1.2593711006716135,1040314.8320496924,6755.266584002535
Franklin School District,0530011,2019,Tuition,1178226,73,4,16140,255.653,1.2593711006716135,1483823.7744599124,20326.249564839844
Franklin School District,0530011,2019,Supplies,42540,154,2,276,255.653,1.2593711006716135,53573.646622570435,347.58642378536535
Franklin School District,0530011,2019,Property,36436,154,2,237,255.653,1.2593711006716135,45886.44542407091,298.4709508591724
Franklin School District,0530011,2019,Other,11779,154,2,76,255.653,1.2593711006716135,14834.132194810936,95.71220365104263
Franklin School District,0530011,2019,Total,4243565,227,1,18694,255.653,1.2593711006716135,5344223.124821535,23542.68335595514
Glastonbury School District,0540011,2019,Salaries,70963912,5884,2,12060,255.653,1.2593711006716135,89369899.96340352,15188.015474099659
Glastonbury School District,0540011,2019,Employee Benefits,20325256,5884,2,3454,255.653,1.2593711006716135,25597040.020152315,4349.867781719753
Glastonbury School District,0540011,2019,Purchased Services,5244253,5884,2,891,255.653,1.2593711006716135,6604460.672810411,1122.0996506984077
Glastonbury School District,0540011,2019,Tuition,5030015,246,4,20447,255.653,1.2593711006716135,6334655.526944726,25750.36089543248
Glastonbury School District,0540011,2019,Supplies,5097320,5884,2,866,255.653,1.2593711006716135,6419417.498875429,1090.6153731816173
Glastonbury School District,0540011,2019,Property,2736567,5884,2,465,255.653,1.2593711006716135,3446353.394851615,585.6075618123003
Glastonbury School District,0540011,2019,Other,169020,5884,2,29,255.653,1.2593711006716135,212858.9034355161,36.521761919476795
Glastonbury School District,0540011,2019,Total,109566344,6130,1,17874,255.653,1.2593711006716135,137984687.23984465,22509.99905340442
Granby School District,0560011,2019,Salaries,19659130,1870,2,10513,255.653,1.2593711006716135,24758140.186346337,13239.768381360673
Granby School District,0560011,2019,Employee Benefits,4571701,1870,2,2445,255.653,1.2593711006716135,5757468.120311516,3079.162341142095
Granby School District,0560011,2019,Purchased Services,3513957,1870,2,1879,255.653,1.2593711006716135,4425375.894802721,2366.3582981619616
Granby School District,0560011,2019,Tuition,2033348,75,4,27111,255.653,1.2593711006716135,2560739.708808424,34142.80991030811
Granby School District,0560011,2019,Supplies,1453219,1870,2,777,255.653,1.2593711006716135,1830142.0115469014,978.5313452218437
Granby School District,0560011,2019,Property,412042,1870,2,220,255.653,1.2593711006716135,518913.78706293297,277.061642147755
Granby School District,0560011,2019,Other,69731,1870,2,37,255.653,1.2593711006716135,87817.20622093228,46.5967307248497
Granby School District,0560011,2019,Total,31713128,1945,1,16305,255.653,1.2593711006716135,39938596.91509976,20534.045796450657
Great Oaks Charter School District,2940013,2019,Salaries,1957756,465,2,4210,255.653,1.2593711006716135,2465541.3285664553,5301.952333827493
Great Oaks Charter School District,2940013,2019,Employee Benefits,390786,465,2,840,255.653,1.2593711006716135,492144.59494705714,1057.8717245641553
Great Oaks Charter School District,2940013,2019,Purchased Services,3580466,465,2,7700,255.653,1.2593711006716135,4509135.407337289,9697.157475171423
Great Oaks Charter School District,2940013,2019,Tuition,0,0,4,0,255.653,1.2593711006716135,0.0,0.0
Great Oaks Charter School District,2940013,2019,Supplies,31192,465,2,67,255.653,1.2593711006716135,39282.30337214897,84.37786374499811
Great Oaks Charter School District,2940013,2019,Property,699327,465,2,1504,255.653,1.2593711006716135,880712.2137193774,1894.0941354101067
Great Oaks Charter School District,2940013,2019,Other,0,465,2,0,255.653,1.2593711006716135,0.0,0.0
Great Oaks Charter School District,2940013,2019,Total,6659527,465,1,14322,255.653,1.2593711006716135,8386815.847942328,18036.71290381885
Greenwich School District,0570011,2019,Salaries,127962203,9076,2,14099,255.653,1.2593711006716135,161151900.43647444,17755.87314836908
Greenwich School District,0570011,2019,Employee Benefits,44481721,9076,2,4901,255.653,1.2593711006716135,56018993.93553762,6172.1777643915775
Greenwich School District,0570011,2019,Purchased Services,23129989,9076,2,2548,255.653,1.2593711006716135,29129239.70545231,3208.8775645112714
Greenwich School District,0570011,2019,Tuition,5646519,43,4,131314,255.653,1.2593711006716135,7111062.847993178,165373.05671359226
Greenwich School District,0570011,2019,Supplies,2632839,9076,2,290,255.653,1.2593711006716135,3315721.34932115,365.2176191947679
Greenwich School District,0570011,2019,Property,113447,9076,2,12,255.653,1.2593711006716135,142871.87325789253,15.112453208059362
Greenwich School District,0570011,2019,Other,26069,9076,2,3,255.653,1.2593711006716135,32830.54522340829,3.7781133020148405
Greenwich School District,0570011,2019,Total,203992787,9119,1,22370,255.653,1.2593711006716135,256902620.69326,28172.131522023996
Griswold School District,0580011,2019,Salaries,17530378,1765,2,9932,255.653,1.2593711006716135,22077251.437049437,12508.073771870466
Griswold School District,0580011,2019,Employee Benefits,5131199,1765,2,2907,255.653,1.2593711006716135,6462083.732395083,3660.9917896523802
Griswold School District,0580011,2019,Purchased Services,4093324,1765,2,2319,255.653,1.2593711006716135,5155013.951285532,2920.4815824574716
Griswold School District,0580011,2019,Tuition,1454233,65,4,22373,255.653,1.2593711006716135,1831419.0138429825,28175.90963532601
Griswold School District,0580011,2019,Supplies,743598,1765,2,421,255.653,1.2593711006716135,936465.8317172105,530.1952333827493
Griswold School District,0580011,2019,Property,107095,1765,2,61,255.653,1.2593711006716135,134872.34802642645,76.82163714096842
Griswold School District,0580011,2019,Other,51347,1765,2,29,255.653,1.2593711006716135,64664.92790618534,36.521761919476795
Griswold School District,0580011,2019,Total,29111175,1830,1,15908,255.653,1.2593711006716135,36661772.501593955,20034.07546948403
Groton School District,0590011,2019,Salaries,49364786,4299,2,11483,255.653,1.2593711006716135,62168584.87923866,14461.358349012138
Groton School District,0590011,2019,Employee Benefits,12053022,4299,2,2804,255.653,1.2593711006716135,15179227.582559172,3531.2765662832044
Groton School District,0590011,2019,Purchased Services,9825759,4299,2,2286,255.653,1.2593711006716135,12374276.926764013,2878.9223361353083
Groton School District,0590011,2019,Tuition,5239536,432,4,12129,255.653,1.2593711006716135,6598520.219328543,15274.912080046
Groton School District,0590011,2019,Supplies,3463360,4299,2,806,255.653,1.2593711006716135,4361655.4952220395,1015.0531071413205
Groton School District,0590011,2019,Property,160201,4299,2,37,255.653,1.2593711006716135,201752.50969869315,46.5967307248497
Groton School District,0590011,2019,Other,57904,4299,2,13,255.653,1.2593711006716135,72922.6242132891,16.371824308730975
Groton School District,0590011,2019,Total,80164568,4731,1,16945,255.653,1.2593711006716135,100956940.23702441,21340.04330088049
Guilford School District,0600011,2019,Salaries,36188475,3291,2,10996,255.653,1.2593711006716135,45574719.59237717,13848.044622985062
Guilford School District,0600011,2019,Employee Benefits,11682090,3291,2,3550,255.653,1.2593711006716135,14712086.54144485,4470.767407384228
Guilford School District,0600011,2019,Purchased Services,7492355,3291,2,2277,255.653,1.2593711006716135,9435655.362972466,2867.587996229264
Guilford School District,0600011,2019,Tuition,3944490,58,4,68008,255.653,1.2593711006716135,4967576.712888173,85647.3098144751
