year,leaid,grade,enrollment
2022,0901800,9,234
2022,0901860,9,462
2022,0901920,9,1374
2022,0902070,9,251
2022,0902130,9,83
2022,0902160,9,195
2022,0902190,9,1
2022,0902220,9,66
2022,0902280,9,197
2022,0902310,9,495
2022,0902400,9,704
2022,0902490,9,316
2022,0902520,9,416
2022,0902550,9,272
2022,0902580,9,166
2022,0902640,9,299
2022,0902670,9,888
2022,0902700,9,318
2022,0902730,9,183
2022,0902790,9,1761
2022,0902820,9,296
2022,0902850,9,301
2022,0902880,9,325
2022,0902910,9,292
2022,0902970,9,105
2022,0903030,9,231
2022,0903060,9,57
2022,0903090,9,1009
2022,0903120,9,13
2022,0903180,9,78
2022,0903240,9,115
2022,0903270,9,143
2022,0903300,9,204
2022,0903330,9,102
2022,0903390,9,82
2022,0903450,9,88
2022,0903480,9,81
2022,0903512,9,7
2022,0903515,9,90
2022,0903520,9,170
2022,0903530,9,102
2022,0903535,9,75
2022,0903536,9,192
2022,0903537,9,237
2022,0903538,9,155
2022,0903539,9,130
2022,0903540,9,91
2022,0903570,9,19
2022,0903600,9,80
2022,0903630,9,109
2022,0903660,9,327
2022,0903720,9,130
2022,0903750,9,197
2022,0903780,9,168
2022,0903810,9,364
2022,0903840,9,190
2022,0903900,9,1
2022,0903990,9,164
2022,0904050,9,299
2022,0904110,9,315
2022,0904140,9,76
2022,0904170,9,362
2022,0904230,9,499
2022,0904290,9,117
2022,0904320,9,1431
2022,0904380,9,143
2022,0904440,9,585
2022,0904470,9,159
2022,0904500,9,46
2022,0904530,9,65
2022,0904560,9,186
2022,0904590,9,308
2022,0904620,9,573
2022,0904680,9,217
2022,0904740,9,445
2022,0904830,9,1549
2022,0904860,9,192
2022,0904890,9,172
2022,0904920,9,732
2022,0904950,9,513
2022,0904980,9,36
2022,0905010,9,181
2022,0905040,9,419
2022,0905070,9,315
2022,0905130,9,296
2022,0905160,9,1
2022,0905190,9,244
2022,0905220,9,306
2022,0905250,9,110
2022,0905280,9,163
2022,0905371,9,497
2022,0905372,9,60
2022,0905373,9,227
2022,0900002,10,2943
2022,0900003,10,35
2022,0900004,10,18
2022,0900005,10,311
2022,0900007,10,6
2022,0900014,10,62
2022,0900015,10,51
2022,0900018,10,25
2022,0900024,10,69
2022,0900027,10,
2022,0900060,10,169
2022,0900070,10,48
2022,0900120,10,239
2022,0900207,10,17
2022,0900208,10,58
2022,0900210,10,238
2022,0900212,10,84
2022,0900214,10,49
2022,0900219,10,93
2022,0900221,10,52
2022,0900222,10,
2022,0900226,10,116
2022,0900270,10,298
2022,0900330,10,192
2022,0900360,10,48
2022,0900420,10,219
2022,0900450,10,1339
2022,0900510,10,633
2022,0900540,10,233
2022,0900570,10,3
2022,0900690,10,120
2022,0900700,10,602
2022,0900750,10,324
2022,0900810,10,119
2022,0900840,10,163
2022,0900910,10,19
2022,0900960,10,101
2022,0900990,10,136
2022,0901020,10,971
2022,0901050,10,364
2022,0901110,10,131
2022,0901170,10,68
2022,0901200,10,75
2022,0901230,10,122
2022,0901260,10,566
2022,0901290,10,206
2022,0901320,10,229
2022,0901350,10,68
2022,0901360,10,89
2022,0901380,10,1
2022,0901440,10,175
2022,0901470,10,404
2022,0901530,10,691
2022,0901560,10,338
2022,0901620,10,474
2022,0901680,10,149
2022,0901710,10,704
2022,0901740,10,155
2022,0901770,10,273
2022,0901800,10,268
2022,0901860,10,460
2022,0901920,10,1314
2022,0902070,10,202
2022,0902130,10,87
2022,0902160,10,181
2022,0902220,10,52
2022,0902280,10,202
2022,0902310,10,510
2022,0902400,10,698
2022,0902490,10,333
2022,0902520,10,419
2022,0902550,10,271
2022,0902580,10,152
2022,0902640,10,339
2022,0902670,10,726
2022,0902700,10,336
2022,0902730,10,177
2022,0902790,10,1581
2022,0902820,10,260
2022,0902850,10,339
2022,0902880,10,348
2022,0902910,10,344
2022,0902970,10,98
2022,0903030,10,249
2022,0903060,10,62
2022,0903090,10,1035
2022,0903120,10,10
2022,0903180,10,87
2022,0903240,10,153
2022,0903270,10,122
2022,0903300,10,163
2022,0903330,10,73
2022,0903390,10,79
2022,0903450,10,81
2022,0903480,10,68
2022,0903512,10,23
2022,0903515,10,91
2022,0903520,10,171
2022,0903530,10,85
2022,0903535,10,104
2022,0903536,10,162
2022,0903537,10,252
2022,0903538,10,149
2022,0903539,10,130
2022,0903540,10,98
2022,0903570,10,30
2022,0903600,10,100
2022,0903630,10,113
2022,0903660,10,327
2022,0903720,10,172
2022,0903750,10,207
2022,0903780,10,203
2022,0903810,10,388
2022,0903840,10,169
2022,0903990,10,171
2022,0904050,10,358
2022,0904110,10,316
2022,0904140,10,104
2022,0904170,10,331
2022,0904230,10,511
2022,0904290,10,84
2022,0904320,10,1513
2022,0904380,10,182
2022,0904440,10,584
2022,0904470,10,163
2022,0904500,10,46
2022,0904530,10,50
2022,0904560,10,176
2022,0904590,10,279
2022,0904620,10,549
2022,0904680,10,256
2022,0904710,10,1
2022,0904740,10,434
2022,0904830,10,1447
2022,0904860,10,193
2022,0904890,10,189
2022,0904920,10,750
2022,0904950,10,498
2022,0904980,10,45
2022,0905010,10,185
2022,0905040,10,415
2022,0905070,10,292
2022,0905130,10,311
2022,0905190,10,193
2022,0905220,10,284
2022,0905250,10,139
2022,0905280,10,165
2022,0905371,10,560
2022,0905372,10,84
2022,0905373,10,247
2022,0900002,11,2715
2022,0900003,11,32
2022,0900004,11,9
2022,0900005,11,287
2022,0900007,11,7
2022,0900014,11,54
2022,0900015,11,40
2022,0900018,11,25
2022,0900024,11,71
2022,0900027,11,
2022,0900060,11,152
2022,0900070,11,51
2022,0900120,11,224
2022,0900207,11,19
2022,0900208,11,52
2022,0900210,11,198
2022,0900212,11,72
2022,0900214,11,54
2022,0900219,11,68
2022,0900221,11,56
2022,0900222,11,
2022,0900226,11,115
2022,0900270,11,256
2022,0900330,11,135
2022,0900360,11,48
2022,0900420,11,220
2022,0900450,11,1263
2022,0900510,11,601
2022,0900540,11,230
2022,0900570,11,1
2022,0900690,11,111
2022,0900700,11,516
2022,0900750,11,297
2022,0900810,11,123
2022,0900840,11,165
2022,0900910,11,24
2022,0900960,11,105
2022,0900990,11,140
2022,0901020,11,770
2022,0901050,11,335
2022,0901110,11,98
2022,0901170,11,49
2022,0901200,11,64
2022,0901230,11,154
2022,0901260,11,473
2022,0901290,11,208
2022,0901320,11,252
2022,0901350,11,68
2022,0901360,11,73
2022,0901440,11,188
2022,0901470,11,370
2022,0901530,11,820
2022,0901560,11,302
2022,0901620,11,453
2022,0901680,11,142
2022,0901710,11,652
2022,0901740,11,110
2022,0901770,11,249
2022,0901800,11,266
2022,0901860,11,445
2022,0901920,11,1117
2022,0902070,11,168
2022,0902130,11,84
2022,0902160,11,191
2022,0902220,11,61
2022,0902280,11,215
2022,0902310,11,450
2022,0902400,11,608
2022,0902490,11,311
2022,0902520,11,405
2022,0902550,11,262
2022,0902580,11,123
2022,0902640,11,326
2022,0902670,11,493
2022,0902700,11,319
2022,0902730,11,181
2022,0902790,11,1330
2022,0902820,11,147
2022,0902850,11,311
2022,0902880,11,328
2022,0902910,11,336
2022,0902970,11,101
2022,0903030,11,231
2022,0903060,11,43
2022,0903090,11,980
2022,0903120,11,11
2022,0903180,11,84
2022,0903240,11,130
2022,0903270,11,127
2022,0903300,11,168
2022,0903330,11,111
2022,0903390,11,76
2022,0903420,11,2
2022,0903450,11,104
2022,0903480,11,52
2022,0903512,11,15
2022,0903515,11,92
2022,0903520,11,148
2022,0903530,11,83
2022,0903535,11,93
2022,0903536,11,158
2022,0903537,11,270
2022,0903538,11,143
2022,0903539,11,135
2022,0903540,11,105
2022,0903570,11,38
2022,0903600,11,62
2022,0903630,11,142
2022,0903660,11,355
2022,0903720,11,143
2022,0903750,11,210
2022,0903780,11,198
2022,0903810,11,368
2022,0903840,11,184
2022,0903900,11,1
2022,0903990,11,127
2022,0904050,11,300
2022,0904110,11,320
2022,0904140,11,105
2022,0904170,11,315
2022,0904230,11,482
2022,0904260,11,1
2022,0904290,11,107
2022,0904320,11,1151
2022,0904350,11,1
2022,0904380,11,134
2022,0904440,11,578
2022,0904470,11,197
2022,0904500,11,45
2022,0904530,11,64
2022,0904560,11,191
2022,0904590,11,240
2022,0904620,11,539
2022,0904680,11,244
2022,0904740,11,385
2022,0904830,11,1242
2022,0904860,11,178
2022,0904890,11,188
2022,0904920,11,740
2022,0904950,11,425
2022,0904980,11,51
2022,0905010,11,182
2022,0905040,11,425
2022,0905070,11,281
2022,0905130,11,318
2022,0905190,11,133
2022,0905220,11,293
2022,0905250,11,104
2022,0905280,11,160
2022,0905371,11,499
2022,0905372,11,60
2022,0905373,11,244
2022,0900002,12,2573
2022,0900003,12,22
2022,0900004,12,13
2022,0900005,12,286
2022,0900007,12,6
2022,0900014,12,37
2022,0900015,12,40
2022,0900018,12,25
2022,0900024,12,65
2022,0900027,12,2
2022,0900060,12,128
2022,0900070,12,146
2022,0900120,12,245
2022,0900207,12,9
2022,0900208,12,62
2022,0900210,12,264
2022,0900212,12,64
2022,0900214,12,44
2022,0900219,12,76
2022,0900221,12,43
2022,0900222,12,
2022,0900226,12,113
2022,0900270,12,261
2022,0900330,12,152
2022,0900360,12,74
2022,0900390,12,2
2022,0900420,12,215
2022,0900450,12,1029
2022,0900510,12,662
2022,0900540,12,218
2022,0900570,12,7
2022,0900660,12,5
2022,0900690,12,133
2022,0900700,12,534
2022,0900750,12,351
2022,0900810,12,159
2022,0900840,12,179
2022,0900900,12,1
2022,0900910,12,93
2022,0900960,12,108
2022,0900990,12,156
2022,0901020,12,770
2022,0901050,12,349
2022,0901110,12,67
2022,0901170,12,78
2022,0901200,12,68
2022,0901230,12,125
2022,0901260,12,489
2022,0901290,12,220
2022,0901320,12,276
2022,0901350,12,79
2022,0901360,12,106
2022,0901380,12,1
2022,0901440,12,205
2022,0901470,12,399
2022,0901530,12,780
2022,0901560,12,307
2022,0901620,12,500
2022,0901680,12,130
2022,0901710,12,700
2022,0901740,12,134
2022,0901770,12,244
2022,0901800,12,305
2022,0901860,12,461
2022,0901920,12,1076
2022,0902070,12,187
2022,0902130,12,71
2022,0902160,12,191
2022,0902190,12,1
2022,0902220,12,60
2022,0902280,12,226
2022,0902310,12,412
2022,0902400,12,622
2022,0902490,12,324
2022,0902520,12,445
2022,0902550,12,258
2022,0902580,12,114
2022,0902640,12,367
2022,0902670,12,539
2022,0902700,12,336
2022,0902730,12,163
2022,0902790,12,1314
2022,0902820,12,171
2022,0902850,12,331
2022,0902880,12,340
2022,0902910,12,380
2022,0902970,12,131
2022,0903030,12,233
2022,0903060,12,63
2022,0903090,12,951
2022,0903120,12,39
2022,0903180,12,103
2022,0903240,12,149
2022,0903270,12,154
2022,0903300,12,163
2022,0903330,12,91
2022,0903390,12,81
2022,0903450,12,118
2022,0903480,12,69
2022,0903512,12,34
2022,0903515,12,105
2022,0903520,12,172
2022,0903530,12,67
2022,0903535,12,132
2022,0903536,12,173
2022,0903537,12,308
2022,0903538,12,166
2022,0903539,12,157
2022,0903540,12,115
2022,0903570,12,33
2022,0903600,12,81
2022,0903630,12,147
2022,0903660,12,335
2022,0903720,12,184
2022,0903750,12,221
2022,0903780,12,210
2022,0903810,12,420
2022,0903840,12,190
2022,0903900,12,2
2022,0903990,12,152
2022,0904050,12,335
2022,0904080,12,1
2022,0904110,12,329
2022,0904140,12,104
2022,0904170,12,357
2022,0904230,12,559
2022,0904260,12,2
2022,0904290,12,94
2022,0904320,12,1037
2022,0904350,12,4
2022,0904380,12,151
2022,0904440,12,566
2022,0904470,12,165
2022,0904500,12,66
2022,0904530,12,55
2022,0904560,12,190
2022,0904590,12,229
2022,0904620,12,536
2022,0904680,12,233
2022,0904710,12,1
2022,0904740,12,445
2022,0904830,12,1122
2022,0904860,12,199
2022,0904890,12,212
2022,0904920,12,786
2022,0904950,12,467
2022,0904980,12,72
2022,0905010,12,187
2022,0905040,12,453
2022,0905070,12,295
2022,0905130,12,350
2022,0905160,12,3
2022,0905190,12,132
2022,0905220,12,287
2022,0905250,12,129
2022,0905280,12,179
2022,0905371,12,550
2022,0905372,12,68
2022,0905373,12,323
2023,0900007,pk,60
2023,0900009,pk,36
2023,0900010,pk,33
2023,0900016,pk,38
2023,0900028,pk,84
2023,0900030,pk,34
2023,0900060,pk,120
2023,0900070,pk,4
2023,0900090,pk,31
2023,0900120,pk,72
2023,0900150,pk,16
2023,0900207,pk,80
2023,0900210,pk,60
2023,0900215,pk,37
2023,0900216,pk,78
2023,0900220,pk,0
2023,0900226,pk,89
2023,0900240,pk,27
2023,0900270,pk,84
2023,0900330,pk,332
2023,0900360,pk,10
2023,0900390,pk,19
2023,0900420,pk,109
2023,0900450,pk,1034
2023,0900510,pk,270
2023,0900540,pk,38
2023,0900570,pk,78
2023,0900660,pk,45
2023,0900690,pk,42
2023,0900700,pk,1063
2023,0900720,pk,12
2023,0900750,pk,116
2023,0900780,pk,0
2023,0900810,pk,65
2023,0900840,pk,98
2023,0900900,pk,38
2023,0900910,pk,151
2023,0900930,pk,1
2023,0900960,pk,116
2023,0900990,pk,48
2023,0901020,pk,256
2023,0901050,pk,100
2023,0901080,pk,0
2023,0901110,pk,59
2023,0901170,pk,13
2023,0901200,pk,47
2023,0901230,pk,64
2023,0901260,pk,315
2023,0901290,pk,215
2023,0901320,pk,53
2023,0901350,pk,79
2023,0901380,pk,18
2023,0901410,pk,30
2023,0901440,pk,83
2023,0901470,pk,217
2023,0901500,pk,33
2023,0901530,pk,179
2023,0901560,pk,101
2023,0901590,pk,14
2023,0901620,pk,87
2023,0901680,pk,34
2023,0901710,pk,206
2023,0901740,pk,64
2023,0901770,pk,192
2023,0901800,pk,55
2023,0901860,pk,228
2023,0901890,pk,13
2023,0901920,pk,1350
2023,0901950,pk,8
2023,0902010,pk,70
2023,0902040,pk,13
2023,0902070,pk,116
2023,0902130,pk,53
2023,0902160,pk,96
2023,0902190,pk,52
2023,0902220,pk,26
2023,0902280,pk,50
2023,0902310,pk,244
2023,0902340,pk,73
2023,0902370,pk,33
2023,0902400,pk,141
2023,0902490,pk,156
2023,0902520,pk,222
2023,0902550,pk,76
2023,0902580,pk,59
2023,0902640,pk,166
2023,0902670,pk,360
2023,0902700,pk,52
2023,0902730,pk,84
2023,0902760,pk,27
2023,0902790,pk,1168
2023,0902820,pk,60
2023,0902850,pk,76
2023,0902880,pk,108
2023,0902910,pk,57
2023,0902940,pk,9
2023,0902970,pk,54
2023,0903000,pk,14
2023,0903030,pk,65
2023,0903060,pk,37
2023,0903090,pk,277
2023,0903120,pk,173
2023,0903180,pk,84
2023,0903210,pk,59
2023,0903240,pk,33
2023,0903270,pk,83
2023,0903300,pk,120
2023,0903330,pk,71
2023,0903360,pk,22
2023,0903390,pk,43
2023,0903420,pk,41
2023,0903450,pk,459
2023,0903480,pk,116
2023,0903510,pk,44
2023,0903512,pk,177
2023,0903515,pk,49
2023,0903520,pk,51
2023,0903530,pk,38
2023,0903535,pk,25
2023,0903536,pk,43
2023,0903537,pk,70
2023,0903538,pk,51
2023,0903539,pk,43
2023,0903540,pk,99
2023,0903810,pk,55
2023,0903840,pk,50
2023,0903900,pk,22
2023,0903930,pk,18
2023,0903960,pk,21
2023,0903990,pk,38
2023,0904020,pk,0
2023,0904050,pk,99
2023,0904080,pk,28
2023,0904110,pk,48
2023,0904140,pk,36
2023,0904170,pk,96
2023,0904230,pk,106
2023,0904260,pk,24
2023,0904290,pk,87
2023,0904320,pk,304
2023,0904350,pk,25
2023,0904380,pk,35
2023,0904440,pk,193
2023,0904470,pk,49
2023,0904500,pk,55
2023,0904530,pk,39
2023,0904560,pk,83
2023,0904590,pk,94
2023,0904620,pk,225
2023,0904650,pk,13
2023,0904680,pk,153
2023,0904710,pk,43
2023,0904740,pk,224
2023,0904830,pk,917
2023,0904860,pk,63
2023,0904890,pk,76
2023,0904920,pk,279
2023,0904950,pk,119
2023,0904980,pk,45
2023,0905010,pk,45
2023,0905040,pk,54
2023,0905070,pk,73
2023,0905100,pk,20
2023,0905130,pk,83
2023,0905160,pk,41
2023,0905190,pk,242
2023,0905220,pk,136
2023,0905250,pk,94
2023,0905280,pk,59
2023,0905310,pk,19
2023,0905370,pk,33
2023,0900007,k,92
2023,0900009,k,34
2023,0900010,k,33
2023,0900016,k,22
2023,0900024,k,94
2023,0900028,k,71
2023,0900030,k,23
2023,0900060,k,156
2023,0900070,k,59
2023,0900090,k,36
2023,0900120,k,230
2023,0900150,k,29
2023,0900207,k,42
2023,0900208,k,90
2023,0900210,k,170
2023,0900212,k,61
2023,0900214,k,63
2023,0900215,k,36
2023,0900216,k,31
2023,0900217,k,38
2023,0900220,k,64
2023,0900221,k,53
2023,0900226,k,64
2023,0900240,k,55
2023,0900270,k,219
2023,0900330,k,96
2023,0900360,k,38
2023,0900390,k,13
2023,0900420,k,176
2023,0900450,k,1453
2023,0900510,k,501
2023,0900540,k,164
2023,0900570,k,75
2023,0900630,k,10
2023,0900660,k,54
2023,0900690,k,102
2023,0900700,k,594
2023,0900720,k,20
2023,0900750,k,293
2023,0900780,k,15
2023,0900810,k,85
2023,0900840,k,149
2023,0900870,k,5
2023,0900900,k,37
2023,0900910,k,41
2023,0900930,k,14
2023,0900960,k,109
2023,0900990,k,123
2023,0901020,k,882
2023,0901050,k,337
2023,0901080,k,32
2023,0901110,k,99
2023,0901170,k,59
2023,0901200,k,81
2023,0901230,k,118
2023,0901260,k,441
2023,0901290,k,192
2023,0901320,k,143
2023,0901350,k,87
2023,0901380,k,25
2023,0901410,k,90
2023,0901440,k,181
2023,0901470,k,321
2023,0901500,k,37
2023,0901530,k,625
2023,0901560,k,268
2023,0901590,k,20
2023,0901620,k,373
2023,0901680,k,129
2023,0901710,k,634
2023,0901740,k,106
2023,0901770,k,361
2023,0901800,k,204
2023,0901860,k,369
2023,0901890,k,8
2023,0901920,k,1155
2023,0901950,k,7
2023,0902010,k,76
2023,0902040,k,24
2023,0902070,k,149
2023,0902130,k,76
2023,0902160,k,169
2023,0902190,k,37
2023,0902220,k,58
2023,0902280,k,181
2023,0902310,k,439
2023,0902340,k,84
2023,0902370,k,52
2023,0902400,k,590
2023,0902490,k,341
2023,0902520,k,403
2023,0902550,k,265
2023,0902580,k,150
2023,0902640,k,259
2023,0902670,k,782
2023,0902700,k,278
2023,0902730,k,146
2023,0902760,k,60
2023,0902790,k,1213
2023,0902820,k,214
2023,0902850,k,250
2023,0902880,k,225
2023,0902910,k,275
2023,0902940,k,8
2023,0902970,k,117
2023,0903000,k,34
2023,0903030,k,221
2023,0903060,k,53
2023,0903090,k,820
2023,0903120,k,288
2023,0903180,k,60
2023,0903210,k,167
2023,0903240,k,128
2023,0903270,k,116
2023,0903300,k,144
2023,0903330,k,86
2023,0903360,k,36
2023,0903390,k,88
2023,0903420,k,40
2023,0903450,k,85
2023,0903480,k,77
2023,0903510,k,101
2023,0903512,k,1
2023,0903515,k,38
2023,0903520,k,148
2023,0903530,k,32
2023,0903535,k,94
2023,0903536,k,81
2023,0903537,k,231
2023,0903538,k,127
2023,0903539,k,115
2023,0903540,k,86
2023,0903810,k,274
2023,0903840,k,171
2023,0903900,k,32
2023,0903930,k,42
2023,0903960,k,4
2023,0903990,k,145
2023,0904020,k,22
2023,0904050,k,305
2023,0904080,k,16
2023,0904110,k,275
2023,0904140,k,95
2023,0904170,k,343
2023,0904230,k,424
2023,0904260,k,29
2023,0904290,k,89
2023,0904320,k,1237
2023,0904350,k,27
2023,0904380,k,105
2023,0904440,k,425
2023,0904470,k,120
2023,0904500,k,52
2023,0904530,k,73
2023,0904560,k,140
2023,0904590,k,301
2023,0904620,k,412
2023,0904650,k,2
2023,0904680,k,252
2023,0904710,k,18
2023,0904740,k,356
2023,0904830,k,1433
2023,0904860,k,185
2023,0904890,k,173
2023,0904920,k,627
2023,0904950,k,428
2023,0904980,k,39
2023,0905010,k,147
2023,0905040,k,392
2023,0905070,k,255
2023,0905100,k,35
2023,0905130,k,249
2023,0905160,k,80
2023,0905190,k,238
2023,0905220,k,208
2023,0905250,k,101
2023,0905280,k,163
2023,0905310,k,121
2023,0905370,k,71
2023,0900007,1,51
2023,0900009,1,37
2023,0900010,1,33
2023,0900016,1,22
2023,0900024,1,97
2023,0900028,1,70
2023,0900030,1,23
2023,0900060,1,176
2023,0900070,1,63
2023,0900090,1,31
2023,0900120,1,204
2023,0900150,1,25
2023,0900207,1,40
2023,0900208,1,95
2023,0900210,1,191
2023,0900212,1,72
2023,0900214,1,64
2023,0900215,1,36
2023,0900216,1,31
2023,0900217,1,48
2023,0900220,1,64
2023,0900221,1,59
2023,0900226,1,68
2023,0900240,1,44
2023,0900270,1,189
2023,0900330,1,85
2023,0900360,1,59
2023,0900390,1,20
2023,0900420,1,183
2023,0900450,1,1528
2023,0900510,1,536
2023,0900540,1,163
2023,0900570,1,73
2023,0900630,1,6
2023,0900660,1,44
2023,0900690,1,94
2023,0900700,1,606
2023,0900720,1,15
2023,0900750,1,294
2023,0900780,1,35
2023,0900810,1,88
2023,0900840,1,176
2023,0900870,1,7
2023,0900900,1,55
2023,0900910,1,55
2023,0900930,1,11
2023,0900960,1,122
2023,0900990,1,137
2023,0901020,1,903
2023,0901050,1,345
2023,0901080,1,27
2023,0901110,1,92
2023,0901170,1,63
2023,0901200,1,82
2023,0901230,1,133
2023,0901260,1,452
2023,0901290,1,195
2023,0901320,1,156
2023,0901350,1,82
2023,0901360,1,1
2023,0901380,1,16
2023,0901410,1,105
2023,0901440,1,179
2023,0901470,1,321
2023,0901500,1,34
2023,0901530,1,668
2023,0901560,1,290
2023,0901590,1,30
2023,0901620,1,433
2023,0901680,1,102
2023,0901710,1,655
2023,0901740,1,118
2023,0901770,1,332
2023,0901800,1,212
2023,0901860,1,337
2023,0901890,1,13
2023,0901920,1,1128
2023,0901950,1,8
2023,0902010,1,92
2023,0902040,1,19
2023,0902070,1,177
2023,0902130,1,59
2023,0902160,1,156
2023,0902190,1,44
2023,0902220,1,41
2023,0902280,1,175
2023,0902310,1,471
2023,0902340,1,106
2023,0902370,1,56
2023,0902400,1,634
2023,0902490,1,348
2023,0902520,1,374
2023,0902550,1,241
2023,0902580,1,148
2023,0902640,1,312
2023,0902670,1,766
2023,0902700,1,304
2023,0902730,1,128
2023,0902760,1,55
2023,0902790,1,1244
2023,0902820,1,217
2023,0902850,1,251
2023,0902880,1,267
2023,0902910,1,245
2023,0902940,1,6
2023,0902970,1,92
2023,0903000,1,28
2023,0903030,1,240
2023,0903060,1,43
2023,0903090,1,814
2023,0903120,1,335
2023,0903180,1,63
2023,0903210,1,175
2023,0903240,1,115
2023,0903270,1,159
2023,0903300,1,136
2023,0903330,1,76
2023,0903360,1,31
2023,0903390,1,97
2023,0903420,1,55
2023,0903450,1,86
2023,0903480,1,89
2023,0903510,1,77
2023,0903512,1,2
2023,0903515,1,46
2023,0903520,1,157
2023,0903530,1,46
2023,0903535,1,106
2023,0903536,1,100
2023,0903537,1,231
2023,0903538,1,148
2023,0903539,1,132
2023,0903540,1,89
2023,0903810,1,301
2023,0903840,1,181
2023,0903900,1,28
2023,0903930,1,28
2023,0903960,1,11
2023,0903990,1,183
2023,0904020,1,11
2023,0904050,1,332
2023,0904080,1,25
2023,0904110,1,304
2023,0904140,1,90
2023,0904170,1,388
2023,0904230,1,448
2023,0904260,1,29
2023,0904290,1,85
2023,0904320,1,1184
2023,0904350,1,31
2023,0904380,1,118
2023,0904440,1,447
2023,0904470,1,142
2023,0904500,1,38
2023,0904530,1,69
2023,0904560,1,181
2023,0904590,1,290
2023,0904620,1,477
2023,0904650,1,2
2023,0904680,1,230
2023,0904710,1,21
2023,0904740,1,392
2023,0904830,1,1474
2023,0904860,1,145
2023,0904890,1,206
2023,0904920,1,640
2023,0904950,1,434
2023,0904980,1,49
2023,0905010,1,128
2023,0905040,1,395
2023,0905070,1,240
2023,0905100,1,44
2023,0905130,1,248
2023,0905160,1,77
2023,0905190,1,233
2023,0905220,1,214
2023,0905250,1,114
2023,0905280,1,161
2023,0905310,1,115
2023,0905370,1,58
2023,0900007,2,55
2023,0900009,2,38
2023,0900010,2,34
2023,0900016,2,22
2023,0900024,2,92
2023,0900028,2,35
2023,0900030,2,36
2023,0900060,2,175
2023,0900070,2,72
2023,0900090,2,30
2023,0900120,2,221
2023,0900150,2,33
2023,0900207,2,55
2023,0900208,2,93
2023,0900210,2,203
2023,0900212,2,68
2023,0900214,2,64
2023,0900215,2,38
2023,0900216,2,37
2023,0900217,2,41
2023,0900220,2,63
2023,0900221,2,58
2023,0900226,2,69
2023,0900240,2,60
2023,0900270,2,199
2023,0900330,2,105
2023,0900360,2,43
2023,0900390,2,15
2023,0900420,2,185
2023,0900450,2,1515
2023,0900510,2,587
2023,0900540,2,192
2023,0900570,2,85
2023,0900630,2,12
2023,0900660,2,50
2023,0900690,2,107
2023,0900700,2,587
2023,0900720,2,26
2023,0900750,2,370
2023,0900780,2,33
2023,0900810,2,113
2023,0900840,2,184
2023,0900870,2,7
2023,0900900,2,40
2023,0900910,2,66
2023,0900930,2,11
2023,0900960,2,130
2023,0900990,2,143
2023,0901020,2,999
2023,0901050,2,358
2023,0901080,2,33
2023,0901110,2,125
2023,0901170,2,62
2023,0901200,2,69
2023,0901230,2,103
2023,0901260,2,466
2023,0901290,2,202
2023,0901320,2,172
2023,0901350,2,72
2023,0901360,2,3
2023,0901380,2,18
2023,0901410,2,96
2023,0901440,2,205
2023,0901470,2,364
2023,0901500,2,36
2023,0901530,2,746
2023,0901560,2,338
2023,0901590,2,17
2023,0901620,2,384
2023,0901680,2,128
2023,0901710,2,608
2023,0901740,2,133
2023,0901770,2,339
2023,0901800,2,234
2023,0901860,2,372
2023,0901890,2,7
2023,0901920,2,1209
2023,0901950,2,9
2023,0902010,2,100
2023,0902040,2,22
2023,0902070,2,146
2023,0902130,2,60
2023,0902160,2,185
2023,0902190,2,34
2023,0902220,2,73
2023,0902280,2,178
2023,0902310,2,488
2023,0902340,2,113
2023,0902370,2,70
2023,0902400,2,621
2023,0902490,2,305
2023,0902520,2,360
2023,0902550,2,281
2023,0902580,2,162
2023,0902640,2,313
2023,0902670,2,798
2023,0902700,2,290
2023,0902730,2,146
2023,0902760,2,65
2023,0902790,2,1263
2023,0902820,2,258
2023,0902850,2,249
2023,0902880,2,268
2023,0902910,2,304
2023,0902940,2,8
2023,0902970,2,134
2023,0903000,2,27
2023,0903030,2,262
2023,0903060,2,55
2023,0903090,2,793
2023,0903120,2,331
2023,0903180,2,55
2023,0903210,2,168
2023,0903240,2,137
2023,0903270,2,145
2023,0903300,2,148
2023,0903330,2,94
2023,0903360,2,40
2023,0903390,2,81
2023,0903420,2,50
2023,0903450,2,85
2023,0903480,2,110
2023,0903510,2,89
2023,0903512,2,1
2023,0903515,2,49
2023,0903520,2,137
2023,0903530,2,50
2023,0903535,2,103
2023,0903536,2,95
2023,0903537,2,279
2023,0903538,2,137
2023,0903539,2,142
2023,0903540,2,98
2023,0903810,2,328
2023,0903840,2,212
2023,0903900,2,44
2023,0903930,2,27
2023,0903960,2,13
2023,0903990,2,166
2023,0904020,2,8
2023,0904050,2,331
2023,0904080,2,22
2023,0904110,2,329
2023,0904140,2,131
2023,0904170,2,401
2023,0904230,2,460
2023,0904260,2,28
2023,0904290,2,92
2023,0904320,2,1220
2023,0904350,2,33
2023,0904380,2,136
2023,0904440,2,455
2023,0904470,2,151
2023,0904500,2,61
2023,0904530,2,64
2023,0904560,2,148
2023,0904590,2,330
2023,0904620,2,494
2023,0904650,2,3
2023,0904680,2,252
2023,0904710,2,15
2023,0904740,2,389
2023,0904830,2,1483
2023,0904860,2,174
2023,0904890,2,198
2023,0904920,2,696
2023,0904950,2,468
2023,0904980,2,41
