"Student Counts by School and Race"
"All Districts, All Schools"
"2009-10"

"",,,,"Race",,,,,,
"Regional School District 11","=""2110012""","Parish Hill High School","=""2116112""","*","*","*",10,0,276,291
"Regional School District 12","=""2120012""","Shepaug Valley High School","=""2126112""","*","*","*",8,0,302,323
,,"Shepaug Valley Middle School","=""2125112""","*",9,"*",7,0,228,248
,,"The Burnham School","=""2120112""",0,"*",0,"*",0,85,87
,,"Washington Primary School","=""2120412""",0,"*","*",7,0,159,169
,,"Booth Free School","=""2120212""",0,0,0,"*",0,"*",112
,,"Early Childhood Education Center","=""2128012""",0,0,0,0,0,29,29
"Regional School District 13","=""2130012""","Coginchaug Regional High School","=""2136112""","*",8,"*",7,0,556,577
,,"Francis E. Korn School","=""2130212""","*","*","*",12,0,174,193
,,"Middlefield Memorial School","=""2130412""","*",8,"*",17,0,329,360
,,"Frank Ward Strong School","=""2135112""",0,"*","*","*",0,334,346
,,"Frederick Brewster School","=""2130112""",0,"*","*",8,0,267,284
,,"John Lyman School","=""2130512""",0,12,"*","*",0,304,323
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""","*",7,"*",12,0,391,415
,,"Nonnewaug High School","=""2146112""","*","*",9,18,0,806,842
,,"Woodbury Middle School","=""2145112""","*","*","*",8,0,455,473
,,"Bethlehem Elementary School","=""2140112""",0,7,0,8,0,335,350
,,"Integrated Star Preschool Program","=""2148012""",0,"*","*","*",0,26,29
"Regional School District 15","=""2150012""","Pomperaug Elementary School","=""2150512""","*",27,"*",16,0,481,531
,,"Pomperaug Regional High School","=""2156212""",13,40,13,30,0,1322,1418
,,"Rochambeau Middle School","=""2155112""","*",33,"*",14,0,501,554
,,"Gainfield Elementary School","=""2150412""",0,31,7,23,0,385,446
,,"Long Meadow Elementary School","=""2150712""",0,28,12,17,0,551,608
,,"Memorial Middle School","=""2155212""",0,"*","*",11,0,508,532
,,"Middlebury Elementary School","=""2150612""",0,"*","*",14,0,425,453
"Regional School District 16","=""2160012""","Long River Middle School","=""2165112""","*","*",9,16,0,594,622
,,"Woodland Regional High School","=""2166012""","*","*",28,25,0,728,789
,,"Algonquin School","=""2160312""",0,"*",11,"*",0,453,473
,,"Community School","=""2160212""",0,"*","*",7,0,213,226
,,"Laurel Ledge School","=""2160112""",0,6,6,23,0,440,475
"Regional School District 17","=""2170012""","Haddam-Killingworth High School","=""2176112""","*",8,8,"*",0,665,689
,,"Haddam-Killingworth Middle School","=""2175112""","*",21,8,"*",0,763,800
,,"Killingworth Elementary School","=""2170312""","*","*","*","*",0,428,440
,,"Burr District Elementary School","=""2170212""",0,7,"*","*",0,291,304
,,"Haddam Elementary School","=""2170112""",0,"*","*",7,0,255,268
"Regional School District 18","=""2180012""","Center School","=""2180312""","*",12,"*","*",0,246,264
,,"Mile Creek School","=""2180212""","*",15,"*",13,0,272,304
,,"Lyme Consolidated School","=""2180112""",0,"*","*","*",0,140,145
,,"Lyme-Old Lyme High School","=""2186112""",0,"*","*",10,0,420,443
,,"Lyme-Old Lyme Middle School","=""2185112""",0,12,"*","*",0,303,325
"Regional School District 19","=""2190012""","E. O. Smith High School","=""2196112""",6,72,34,53,0,1028,1193
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""","*",24,"*",7,0,372,406
,,"Farmingville Elementary School","=""1180411""","*","*",0,12,0,343,368
,,"Ridgebury Elementary School","=""1180311""","*",21,"*",19,0,378,422
,,"Veterans Park Elementary School","=""1180211""","*",10,"*",14,0,297,325
,,"Branchville Elementary School","=""1180611""",0,33,6,19,0,367,425
,,"East Ridge Middle School","=""1185111""",0,38,6,17,0,680,741
,,"Ridgefield High School","=""1186111""",0,50,18,63,0,1621,1752
,,"Scotland Elementary School","=""1180511""",0,"*","*",15,0,358,392
,,"Scotts Ridge Middle School","=""1185211""",0,"*","*",21,0,566,610
"Rocky Hill School District","=""1190011""","Rocky Hill High School","=""1196111""","*",65,"*",53,0,627,781
,,"West Hill School","=""1190511""","*",144,"*",29,0,439,626
,,"Albert D. Griswold Middle School","=""1195111""",0,64,36,51,0,498,649
,,"Dr. Oran A. Moser School","=""1190211""",0,10,"*","*",0,66,83
,,"Myrtle H. Stevens School","=""1190411""",0,51,20,35,0,395,501
"Seymour School District","=""1240011""","Anna L. Lopresti School","=""1240311""","*","*",27,34,0,227,297
,,"Bungay School","=""1240111""","*",30,"*",35,0,488,563
,,"Seymour High School","=""1246111""","*",22,"*",65,0,595,704
,,"Seymour Middle School","=""1245111""","*","*",24,45,0,486,571
,,"Paul E. Chatfield School","=""1240411""",0,7,9,19,0,256,291
"Shelton School District","=""1260011""","Mohegan School","=""1260911""","*",29,"*",16,0,587,645
,,"Booth Hill School","=""1261011""","*",27,"*",15,0,434,481
,,"Intermediate School","=""1265111""","*",35,"*",62,0,749,873
,,"Lafayette School","=""1260411""","*","*",30,71,0,202,320
,,"Long Hill School","=""1260811""","*",47,"*",56,0,465,600
,,"Shelton High School","=""1266111""",6,60,53,126,0,1386,1631
,,"Sunnyside School","=""1260611""","*",32,"*",27,0,236,318
,,"Elizabeth Shelton School","=""1260511""",0,32,6,24,0,528,590
"Sherman School District","=""1270011""","Sherman School","=""1270111""","*",8,7,"*",0,422,444
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""","*","*",77,73,0,56,232
"Simsbury School District","=""1280011""","Central School","=""1280111""","*",31,"*",21,0,321,391
,,"Henry James Memorial School","=""1285111""","*",35,45,"*",0,715,827
,,"Latimer Lane School","=""1280611""","*",36,15,"*",0,427,490
,,"Simsbury High School","=""1286111""","*",66,59,"*",0,1402,1581
,,"Squadron Line School","=""1280711""","*",53,29,"*",0,677,781
,,"Tariffville School","=""1280311""","*",16,26,"*",0,228,283
,,"Tootin' Hills School","=""1280411""","*",19,"*",19,0,457,512
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""","*",48,39,"*",0,310,436
,,"Eli Terry School","=""1320711""","*",40,"*",31,0,333,435
,,"Orchard Hill School","=""1320611""","*",64,27,"*",0,346,466
,,"South Windsor High School","=""1326211""","*",117,84,"*",0,1296,1575
,,"Timothy Edwards School","=""1325111""","*",77,59,"*",0,879,1073
,,"Philip R. Smith School","=""1320111""",0,40,25,19,0,276,360
,,"Wapping Elementary School","=""1320411""",0,28,21,20,0,240,309
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""","*",10,"*",31,0,263,307
,,"John F. Kennedy Middle School","=""1315311""","*",27,"*",23,0,733,801
,,"Joseph A. Depaolo Middle School","=""1315111""","*",24,"*",53,0,685,783
,,"R. E. Thalberg Elementary School","=""1310911""","*",33,"*",16,0,365,422
,,"Southington High School","=""1316211""","*",63,"*",86,0,1830,2033
,,"Walter A. Derynoski Elementary School","=""1311511""","*",16,"*",28,0,639,691
,,"William H. Hatton Elementary School","=""1310211""","*","*",12,25,0,393,439
,,"William M. Strong Elementary School","=""1310811""","*",16,19,"*",0,428,477
,,"Zaya A. Oshana Elementary School","=""1310611""","*","*",8,7,0,197,216
,,"South End Elementary School","=""1310711""",0,"*","*",11,0,198,222
,,"Urbin T. Kelley School","=""1311411""",0,24,"*","*",0,368,407
"Sprague School District","=""1330011""","Sayles School","=""1330111""","*","*",31,25,0,283,351
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","*",11,"*",22,0,483,523
,,"Staffordville School","=""1340311""","*","*","*",12,0,163,181
,,"Stafford High School","=""1346111""",0,12,11,14,0,500,537
,,"Stafford Middle School","=""1345211""",0,7,9,9,0,382,407
,,"West Stafford School","=""1340411""",0,"*","*",6,0,176,191
"Stamford School District","=""1350011""","Northeast School","=""1351811""","*","*",94,233,0,374,752
,,"Preschool Team","=""1358011""","*","*","*",19,0,12,41
,,"Rogers International School","=""1350811""","*","*",95,241,0,282,650
,,"Springdale School","=""1351111""","*","*",78,224,0,225,556
,,"Stillmeadow School","=""1352111""","*","*",95,233,0,229,612
,,"Toquam Magnet School","=""1351911""","*","*",122,186,0,204,582
,,"Westhill High School","=""1356311""","*","*",504,759,0,895,2281
,,"Cloonan School","=""1355611""",0,44,119,168,0,250,581
,,"Davenport Ridge School","=""1352011""",0,40,131,140,0,222,533
,,"Dolan School","=""1355311""",0,16,158,223,0,218,615
,,"Hart School","=""1352211""",0,54,123,190,0,114,481
,,"Julia A. Stark School","=""1351211""",0,43,129,238,0,148,558
,,"K. T. Murphy School","=""1350511""",0,59,69,267,0,129,524
,,"Newfield School","=""1350611""",0,61,104,161,0,311,637
,,"Rippowam Middle School","=""1355811""",0,41,164,207,0,278,690
,,"Roxbury School","=""1350911""",0,52,162,193,0,290,697
,,"Scofield Middle School","=""1355711""",0,66,110,187,0,254,617
,,"Stamford High School","=""1356111""",0,99,461,460,0,713,1733
,,"The Academy of Information, Technology & Engineering","=""1356411""",0,51,140,163,0,325,679
,,"Turn of River School","=""1355511""",0,37,100,180,0,222,539
,,"Westover School","=""1351411""",0,92,184,168,0,234,678
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""","*",8,"*",8,0,484,507
"Stonington School District","=""1370011""","Deans Mill School","=""1370511""","*",23,"*",14,0,458,505
,,"Pawcatuck Middle School","=""1375111""",11,15,21,7,0,319,373
,,"Stonington High School","=""1376111""",13,27,18,25,0,710,793
,,"Stonington Middle School","=""1375211""","*",20,11,"*",0,370,412
,,"West Vine Street School","=""1370611""",10,"*","*",10,0,198,231
,,"West Broad Street School","=""1370411""",0,9,"*","*",0,168,184
,,"Special Needs Preschool Program","=""1378011""",0,0,0,"*",0,"*",22
"Stratford School District","=""1380011""","Eli Whitney School","=""1381311""","*","*",106,98,0,305,525
,,"Bunnell High School","=""1386211""",8,33,266,231,0,708,1246
,,"Chapel School","=""1380311""","*","*",141,78,0,311,563
,,"David Wooster Middle School","=""1385211""","*","*",149,117,0,293,573
,,"Franklin School","=""1380411""","*","*",89,92,0,147,342
,,"Harry B. Flood Middle School","=""1385311""","*","*",133,124,0,336,604
,,"IPP at Honeyspot School","=""1381611""","*","*",59,34,0,133,239
,,"Lordship School","=""1380811""","*","*",61,37,0,112,217
,,"Nichols School","=""1380911""","*","*",83,115,0,224,437
,,"Second Hill Lane School","=""1381011""",9,36,123,172,0,383,723
,,"Stratford High School","=""1386111""","*","*",290,204,0,451,981
,,"Johnson House Elementary School","=""1381511""",0,12,112,64,0,265,453
,,"Strive-Stratford","=""1389011""",0,"*","*","*",0,11,17
,,"Wilcoxson School","=""1381411""",0,15,74,89,0,228,406
"Suffield School District","=""1390011""","A. Ward Spaulding School","=""1390411""","*","*",8,13,0,486,515
,,"Suffield Middle School","=""1395111""","*",18,"*",20,0,577,631
,,"McAlister Intermediate School","=""1390311""",0,14,13,18,0,515,560
,,"Suffield High School","=""1396111""",0,14,26,27,0,785,852
"The Gilbert School District","=""9020022""","The Gilbert School","=""9026122""","*","*",10,41,0,326,381
"The Woodstock Academy District","=""9030022""","The Woodstock Academy","=""9036122""",14,11,11,27,0,1090,1153
"Thomaston School District","=""1400011""","Black Rock School","=""1400111""","*","*","*","*",0,340,348
,,"Thomaston Center School","=""1400211""",0,"*","*","*",0,256,262
,,"Thomaston High School","=""1406211""",0,"*","*",11,0,541,558
"Thompson School District","=""1410011""","Mary R. Fisher Elementary School","=""1410111""","*","*",10,20,0,467,507
,,"Thompson Middle School","=""1415111""",10,7,7,11,0,404,439
,,"Tourtellotte Memorial High School","=""1416111""","*","*","*",8,0,362,378
"Tolland School District","=""1420011""","Birch Grove Primary School","=""1420111""","*",26,"*",18,0,651,708
,,"Tolland High School","=""1426111""","*",22,19,"*",0,885,941
,,"Tolland Intermediate School","=""1420211""","*",25,17,"*",0,673,731
,,"Tolland Middle School","=""1425111""","*",30,15,15,"*",710,772
"Torrington School District","=""1430011""","East School","=""1430111""","*","*",19,23,0,422,479
,,"Southwest School","=""1430811""","*","*",17,54,0,249,331
,,"Torrington High School","=""1436111""","*","*",83,156,0,896,1184
,,"Torrington Middle School","=""1435111""","*","*",69,160,0,875,1136
,,"Vogel-Wetmore School","=""1431311""","*","*",45,139,0,264,458
,,"Forbes School","=""1430211""",0,14,26,97,0,246,383
,,"Torringford School","=""1430911""",0,30,27,50,0,553,660
"Trumbull School District","=""1440011""","Booth Hill School","=""1440111""",6,25,26,21,0,446,524
,,"Daniels Farm School","=""1440811""","*",31,"*",16,0,468,524
,,"Frenchtown Elementary School","=""1441011""","*",78,"*",57,0,492,657
,,"Hillcrest Middle School","=""1445211""","*",56,"*",36,0,597,720
,,"Madison Middle School","=""1445111""","*",51,"*",60,0,751,899
,,"Middlebrook School","=""1440311""","*","*",28,49,0,376,481
,,"Tashua School","=""1440911""","*",25,"*",16,0,360,411
,,"Jane Ryan School","=""1440411""",0,19,9,23,0,362,413
,,"Trumbull Early Childhood Education Center","=""1448011""",0,21,12,25,0,178,236
,,"Trumbull High School","=""1446111""",0,94,119,129,0,1807,2149
"Unified School District #1","=""3360015""","Corrigan Correctional Institution","=""3362415""","*",0,24,20,0,"*",56
,,"Robinson Correctional Institution","=""3361315""","*",0,12,16,0,"*",32
,,"York Correctional Institution","=""3362515""",0,"*",22,22,0,"*",61
,,"Bergin Correctional Institution","=""3361715""",0,0,15,"*",0,"*",32
,,"Bridgeport Correctional Center","=""3360115""",0,0,"*","*",0,"*",8
,,"Brooklyn Correctional Institution","=""3360215""",0,0,"*","*",0,0,7
,,"Cheshire Correctional Institution","=""3360315""",0,0,19,"*",0,"*",27
,,"Enfield Correctional Institution","=""3360415""",0,0,12,"*",0,"*",19
,,"Garner Correctional Institution","=""3361915""",0,0,9,"*",0,"*",20
,,"Gates Correctional Institution","=""3360515""",0,0,11,"*",0,"*",17
,,"Hartford Correctional Center","=""3360615""",0,0,31,21,0,8,60
,,"MacDougall/Walker Correctional Institution","=""3362215""",0,0,50,17,0,10,77
,,"Manson Youth Institution","=""3361115""",0,0,269,153,0,76,498
,,"New Haven Correctional Center","=""3360915""",0,0,9,"*",0,"*",16
,,"Northern Correctional Institution","=""3362615""",0,0,7,"*",0,"*",13
,,"Osborn Correctional Institution","=""3361215""",0,0,14,9,0,6,29
,,"Webster Correctional Institution","=""3361415""",0,0,"*","*",0,0,6
,,"Willard/Cybulski Correctional Institution","=""3361515""",0,0,"*",6,0,"*",12
"Vernon School District","=""1460011""","Northeast School","=""1460311""","*","*",27,46,0,194,281
,,"Center Road School","=""1461411""","*","*",46,38,0,381,490
,,"Lake Street School","=""1460111""","*","*",36,21,0,234,312
,,"Maple Street School","=""1460211""","*","*",67,81,0,168,324
,,"Rockville High School","=""1466111""",6,75,126,87,0,814,1108
,,"Skinner Road School","=""1461011""",6,31,66,35,0,214,352
,,"Vernon Center Middle School","=""1465111""",0,43,98,80,0,581,802
,,"Next Step Program","=""1469011""",0,0,"*","*",0,7,12
"Voluntown School District","=""1470011""","Voluntown Elementary School","=""1470111""",10,6,8,11,0,265,300
"Wallingford School District","=""1480011""","Highland School","=""1480211""","*",15,"*",10,0,274,308
,,"Dag Hammarskjold Middle School","=""1485211""","*",31,"*",69,0,580,700
,,"Evarts C. Stevens School","=""1480911""","*",26,12,62,"*",327,430
,,"James H. Moran Middle School","=""1485311""","*",41,"*",67,0,704,839
,,"Lyman Hall High School","=""1486111""","*",32,"*",118,0,974,1156
,,"Rock Hill School","=""1480411""","*",23,"*",22,0,274,328
,,"Cook Hill School","=""1481011""",0,18,17,20,0,341,396
,,"Mark T. Sheehan High School","=""1486211""",0,42,26,60,0,851,979
,,"Mary G. Fritz Elementary School of Yalesville","=""1480811""",0,43,12,36,0,420,511
,,"Moses Y. Beach School","=""1480111""",0,8,9,101,0,238,356
,,"Parker Farms School","=""1480311""",0,23,20,92,0,220,355
,,"Pond Hill School","=""1481211""",0,6,7,45,0,230,288
,,"A.R.T.S. Academy","=""1489011""",0,0,0,0,0,11,11
"Waterbury School District","=""1510011""","Brooklyn Elementary School","=""1511011""",0,"*",47,110,0,"*",203
,,"West Side Middle School","=""1515211""","*","*",314,550,0,313,1193
,,"Washington School","=""1512311""","*","*",47,215,0,41,310
,,"B. W. Tinker School","=""1512111""","*","*",119,187,0,225,551
,,"Barnard School","=""1510311""","*",0,"*",114,0,69,250
,,"Bunker Hill School","=""1510611""","*","*",163,196,0,119,491
,,"Crosby High School","=""1516211""","*","*",423,547,0,318,1330
,,"F. J. Kingsbury School","=""1511411""","*","*",155,234,0,76,471
,,"Gilmartin School","=""1512611""","*","*",62,109,0,67,249
,,"H. S. Chase School","=""1510711""","*","*",203,350,0,216,785
,,"Hopeville School","=""1511311""","*","*",68,255,0,79,414
,,"John F. Kennedy High School","=""1516411""","*","*",309,574,0,461,1369
,,"Maloney Interdistrict Magnet School","=""1513111""",7,16,140,146,0,298,607
,,"Margaret M. Generali Elementary School","=""1511111""","*","*",147,239,0,186,583
,,"Michael F. Wallace Middle School","=""1515111""","*","*",399,589,0,315,1340
,,"North End Middle School","=""1515311""","*","*",421,613,0,181,1231
,,"Rotella Interdistrict Magnet School","=""1513311""","*","*",128,126,0,341,613
,,"Special Education Preschool","=""1518011""","*","*",43,99,0,69,218
,,"Walsh School","=""1512211""","*","*",204,297,0,36,543
,,"Waterbury Arts Magnet School","=""1516011""","*","*",129,90,0,259,485
,,"Waterbury Arts Magnet School (Middle)","=""1515011""","*","*",88,74,0,149,316
,,"Wendell L. Cross School","=""1510811""","*","*",93,137,0,120,367
,,"Wilby High School","=""1516311""","*","*",436,560,0,163,1184
,,"Woodrow Wilson School","=""1513211""","*","*",145,234,0,44,427
,,"Bucks Hill School","=""1510511""",0,6,178,297,0,84,565
,,"Carrington School","=""1512711""",0,9,83,261,0,141,494
,,"Driggs School","=""1510911""",0,6,171,306,0,64,547
,,"Regan School","=""1512811""",0,"*",103,127,0,"*",291
,,"Sprague School","=""1512011""",0,"*",122,278,0,"*",457
,,"Enlightenment School","=""1519111""",0,0,62,96,0,17,175
,,"State Street School","=""1519011""",0,0,31,43,0,12,86
"Waterford School District","=""1520011""","Clark Lane Middle School","=""1525111""",13,38,31,42,0,543,667
,,"Oswegatchie Elementary School","=""1520611""","*",34,"*",19,0,367,437
,,"Quaker Hill Elementary School","=""1520711""",6,32,15,35,0,315,403
,,"Southwest Elementary School","=""1520511""","*",20,"*",31,0,311,380
,,"Waterford High School","=""1526111""","*",51,"*",57,0,818,980
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""","*",6,"*",15,0,317,345
,,"John Trumbull Primary School","=""1530211""",8,15,18,32,0,660,733
,,"Polk School","=""1530411""","*",13,"*",25,0,340,390
,,"Swift Middle School","=""1535111""","*",22,"*",27,0,712,784
,,"Watertown High School","=""1536111""",6,16,17,29,0,918,986
"West Hartford School District","=""1550011""","Aiken School","=""1551611""","*",97,38,"*",0,298,459
,,"Braeburn School","=""1550211""","*",36,"*",38,0,332,438
,,"Bugbee School","=""1550411""","*",30,"*",19,0,343,411
,,"Charter Oak International Academy","=""1550511""","*",77,"*",140,0,67,340
,,"Conard High School","=""1556111""",6,158,178,290,0,932,1564
,,"Hall High School","=""1556211""",6,138,177,204,0,1055,1580
,,"King Philip Middle School","=""1555111""","*",105,"*",94,0,588,876
,,"Morley School","=""1550911""","*","*",28,24,0,302,379
,,"Sedgwick Middle School","=""1555211""","*",109,"*",162,0,511,879
,,"Whiting Lane School","=""1551311""","*","*",57,87,0,314,505
,,"Wolcott School","=""1551511""","*",80,28,89,"*",298,497
,,"Bristow Middle School","=""1555311""",0,31,38,57,0,294,420
,,"Duffy School","=""1550611""",0,34,35,32,0,481,582
,,"Norfeldt School","=""1551011""",0,60,23,30,0,314,427
,,"Smith School","=""1551711""",0,71,"*",125,"*",101,368
,,"Webster Hill School","=""1551211""",0,60,42,83,0,261,446
,,"Achieve","=""1559111""",0,0,"*",0,0,"*","*"
,,"West Hartford Post Secondary Transition Program - Cogswell","=""1559011""",0,0,"*","*",0,8,12
"West Haven School District","=""1560011""","Washington School","=""1561211""",0,"*",102,127,"*",193,431
,,"Clarence E. Thompson School","=""1561011""","*","*",121,158,0,94,383
,,"Edith E. Mackrille School","=""1560611""",7,19,54,68,0,218,366
,,"Harry M. Bailey Middle School","=""1565111""",8,42,134,125,0,420,729
,,"West Haven High School","=""1566111""",9,49,426,338,0,747,1569
,,"Alma E. Pagels School","=""1560811""",0,27,77,50,0,213,367
,,"Anna V. Molloy School","=""1561311""",0,22,83,109,0,72,286
,,"Carrigan 5/6 Intermediate School","=""1565311""",0,16,203,253,0,229,701
,,"Forest School","=""1560311""",0,18,149,169,0,125,461
,,"Savin Rock Community School","=""1561411""",0,10,105,158,0,165,438
,,"Seth G. Haley School","=""1560411""",0,27,89,76,0,311,503
"Westbrook School District","=""1540011""","Daisy Ingraham School","=""1540211""","*",8,"*",20,0,335,368
,,"Westbrook High School","=""1546111""","*",6,"*",9,0,283,300
,,"Westbrook Middle School","=""1545111""",0,"*","*",13,0,281,304
"Weston School District","=""1570011""","Hurlbutt Elementary School","=""1570111""","*",24,"*",13,0,482,528
,,"Weston High School","=""1576111""","*",27,"*",16,0,742,798
,,"Weston Intermediate School","=""1570211""",0,31,15,17,0,563,626
,,"Weston Middle School","=""1575111""",0,16,13,7,0,564,600
"Westport School District","=""1580011""","Bedford Middle School","=""1585111""","*",42,"*",34,0,750,845
,,"Coleytown Elementary School","=""1580311""","*",22,9,"*",0,427,467
,,"Coleytown Middle School","=""1585311""","*",21,"*",11,0,453,492
,,"King's Highway Elementary School","=""1580511""","*",16,"*",7,0,450,483
,,"Long Lots School","=""1580711""","*",40,"*",34,0,511,596
,,"Saugatuck Elementary School","=""1580811""","*",10,"*",18,0,487,525
,,"Staples High School","=""1586111""","*",72,"*",36,0,1639,1785
,,"Green's Farms School","=""1580411""",0,30,"*","*",0,416,467
,,"Stepping Stones Preschool","=""1588011""",0,6,0,0,0,50,56
"Wethersfield School District","=""1590011""","Charles Wright School","=""1591011""","*","*",19,60,0,211,311
,,"Emerson-Williams School","=""1590211""","*",19,"*",57,0,380,472
,,"Highcrest School","=""1591111""","*",18,"*",50,0,345,430
,,"Silas Deane Middle School","=""1595211""","*",29,"*",76,0,443,578
,,"Wethersfield High School","=""1596111""","*","*",76,157,0,906,1181
,,"Alfred W. Hanmer School","=""1590811""",0,24,26,40,0,304,394
,,"Samuel B. Webb Elementary School","=""1591211""",0,16,21,54,0,353,444
"Wilton School District","=""1610011""","Middlebrook School","=""1615211""",0,73,10,17,0,934,1034
,,"Miller-Driscoll School","=""1610511""","*",33,"*",16,0,437,492
,,"Cider Mill School","=""1610711""",0,56,7,13,0,948,1024
,,"Ina E. Driscoll School","=""1610611""",0,34,9,11,0,446,500
,,"Wilton High School","=""1616111""",0,56,21,27,0,1187,1291
"Winchester School District","=""1620011""","Batcheller Early Education Center","=""1620411""","*","*","*",15,0,82,103
,,"Mary P. Hinsdale School","=""1620211""","*","*",17,31,0,349,408
,,"Pearson Academy","=""1620511""","*","*",10,16,0,188,227
,,"Pearson School","=""1625111""","*","*",11,19,0,187,224
"Windham School District","=""1630011""","Natchaug School","=""1630111""","*","*",32,153,0,76,269
,,"North Windham School","=""1630311""","*","*",31,246,0,151,440
,,"W. B. Sweeney School","=""1630611""","*","*",33,246,0,71,358
,,"Windham Early Childhood Center","=""1638311""","*","*",15,145,0,40,204
,,"Windham High School","=""1636111""","*","*",46,473,0,332,865
,,"Windham Middle School","=""1635111""",8,12,60,604,0,267,951
,,"Windham Center School","=""1630511""",0,"*","*",195,0,113,315
,,"Early Headstart","=""1638011""",0,0,"*",20,0,"*",30
,,"Eastern Regional Academy/Windham","=""1639011""",0,0,"*",22,0,"*",34
"Windsor Locks School District","=""1650011""","North Street School","=""1650111""",0,43,49,36,0,314,442
,,"South Elementary School","=""1650411""","*",41,45,"*",0,274,387
,,"Windsor Locks High School","=""1656111""","*",48,46,"*",0,427,551
,,"Windsor Locks Middle School","=""1655111""","*","*",40,34,0,321,422
"Windsor School District","=""1640011""","John F. Kennedy School","=""1640811""","*","*",186,66,0,59,333
,,"Oliver Ellsworth School","=""1640911""","*","*",197,54,0,145,410
,,"Poquonock Elementary School","=""1640511""","*",27,108,"*",0,138,298
,,"Sage Park Middle School","=""1645311""","*","*",453,104,0,241,840
,,"Windsor High School","=""1646111""",8,56,738,141,0,425,1368
,,"Clover Street School","=""1640111""",0,22,161,28,0,75,286
,,"Roger Wolcott Early Child Center","=""1641011""",0,11,91,26,0,95,223
"Wolcott School District","=""1660011""","Alcott School","=""1660611""","*",12,"*",18,0,325,366
,,"Frisbie School","=""1660211""","*",17,"*",16,0,345,383
,,"Tyrrell Middle School","=""1665111""",0,11,19,22,0,675,727
,,"Wakelee School","=""1660511""",0,6,12,19,0,395,432
,,"Wolcott High School","=""1666111""",0,12,20,27,0,784,843
"Woodbridge School District","=""1670011""","Beecher Road Intermediate School","=""1670211""","*",57,13,"*",0,349,434
,,"Beecher Road Primary School","=""1670111""","*",30,"*",15,0,243,299
"Woodstock School District","=""1690011""","Woodstock Elementary School","=""1690211""","*",10,"*",13,0,471,500
,,"Woodstock Middle School","=""1695111""","*",12,"*",15,0,379,417
"Andover School District","=""0010011""","Andover Elementary School","=""0010111""",0,"*",6,"*",0,320,336
"Bozrah School District","=""0130011""","Fields Memorial School","=""0130111""",0,"*","*",10,0,234,256
"Chester School District","=""0260011""","Chester Elementary School","=""0260111""",0,"*","*",8,0,281,299
"Common Ground High School District","=""2680013""","Common Ground High School","=""2686113""",0,"*",68,59,0,"*",160
"Cornwall School District","=""0310011""","Cornwall Consolidated School","=""0310111""",0,6,"*","*",0,112,122
"Easton School District","=""0460011""","Helen Keller Middle School","=""0465111""",0,"*","*",20,0,347,384
,,"Samuel Staples Elementary School","=""0460111""",0,39,6,18,0,667,730
"Essex School District","=""0500011""","Essex Elementary School","=""0500111""",0,20,17,16,0,540,593
"Explorations District","=""2720013""","Explorations","=""2726113""",0,"*","*","*",0,75,80
"Interdistrict School for Arts and Comm District","=""2650013""","Interdistrict School For Arts And Communication","=""2655113""",0,"*","*",67,0,61,182
"Jumoke Academy District","=""2610013""","Jumoke Academy","=""2610113""",0,"*",418,13,0,"*",434
"Kent School District","=""0680011""","Kent Center School","=""0680111""",0,16,6,21,0,239,282
"Marlborough School District","=""0790011""","Elmer Thienes-Mary Hall Elementary School","=""0790111""",0,31,12,25,0,601,669
"New Hartford School District","=""0920011""","Ann Antolini School","=""0920311""",0,"*","*","*",0,357,361
,,"Bakerville Consolidated School","=""0920111""",0,"*","*","*",0,149,154
,,"Bridges I","=""0929011""",0,0,"*",0,0,"*",6
,,"New Hartford Elementary School","=""0920211""",0,0,0,"*",0,"*",110
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""",0,"*","*","*",0,131,137
,,"IEP Program","=""0989011""",0,"*",0,"*",0,"*","*"
,,"Bridges II","=""0989211""",0,0,0,0,0,"*","*"
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""",0,"*","*",14,0,309,328
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""",0,"*",150,87,0,"*",242
"Plymouth School District","=""1110011""","Eli Terry Jr. Middle School","=""1115111""",0,"*","*",19,0,419,455
,,"Harry S. Fisher Elementary School","=""1110411""",0,"*","*",17,0,364,393
,,"Plymouth Center School","=""1110211""",0,"*","*",11,0,394,412
,,"Terryville High School","=""1116111""",0,"*","*",11,0,497,521
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""",0,13,9,12,0,498,532
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""",0,"*","*",20,0,479,510
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""",0,27,13,8,0,442,490
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""",0,8,15,11,0,277,311
