District,District Code,fiscal_year,enrollment_total,n_black,n_hispanic,n_white,n_native_american,n_asian,n_two_or_more,n_pacific_islander,n_ell,n_free_lunch,n_reduced_lunch,n_sped,n_frpl,n_black_hispanic,pct_white,pct_black,pct_hispanic,pct_asian,pct_native_american,pct_two_or_more,pct_pacific_islander,pct_black_hispanic,pct_ell,pct_free_lunch,pct_frpl,pct_sped,pct_nonwhite
New Hartford School District,0920011,2008,618.0,,,610.0,0.0,,,,0.0,15.0,14.0,66.0,29.0,,98.70550161812298,,,,0.0,,,,0.0,2.4271844660194173,4.692556634304207,10.679611650485436,1.2944983818770197
New Haven School District,0930011,2008,19981.0,10157.0,7094.0,2397.0,,297.0,,,2337.0,12858.0,1185.0,1924.0,14043.0,17251.0,11.99639657674791,50.833291627045696,35.50372854211501,1.4864120914869126,,,,86.33702016916071,11.696111305740454,64.35113357689805,70.28176767929533,9.62914769030579,88.00360342325209
New London School District,0950011,2008,2933.0,983.0,1318.0,516.0,,59.0,,,639.0,1828.0,337.0,402.0,2165.0,2301.0,17.59290828503239,33.51517217865666,44.93692465052847,2.011592226389362,,,,78.45209682918514,21.78656665530174,62.32526423457211,73.81520627344015,13.706102966246164,82.4070917149676
New Milford School District,0960011,2008,5034.0,,327.0,4418.0,,182.0,,,125.0,293.0,175.0,668.0,468.0,330.0,87.7632101708383,,6.495828367103695,3.615415176797775,,,,6.555423122765197,2.4831148192292414,5.820421136273342,9.296781883194278,13.269765593961063,12.236789829161694
Newington School District,0940011,2008,4566.0,267.0,426.0,3503.0,12.0,358.0,,,162.0,436.0,295.0,480.0,731.0,693.0,76.71922908453789,5.847568988173456,9.329829172141919,7.840560665790626,0.2628120893561104,,,15.177398160315375,3.5479632063074904,9.548839246605343,16.00963644327639,10.512483574244415,23.280770915462114
Newtown School District,0970011,2008,5663.0,,192.0,5241.0,,158.0,,,,103.0,43.0,508.0,146.0,195.0,92.54811937135794,,3.3904291011831185,2.7900406145152745,,,,3.4434045558891047,,1.818823944905527,2.5781387956913298,8.970510330213667,7.4518806286420585
Norfolk School District,0980011,2008,168.0,,,157.0,0.0,,,,0.0,12.0,7.0,22.0,19.0,,93.45238095238095,,,,0.0,,,,0.0,7.142857142857142,11.30952380952381,13.095238095238097,6.547619047619051
North Branford School District,0990011,2008,2434.0,45.0,61.0,2288.0,8.0,32.0,,,19.0,161.0,99.0,293.0,260.0,106.0,94.00164338537387,1.848808545603944,2.506162695152013,1.314708299096138,0.3286770747740345,,,4.354971240755957,0.780608052588332,6.614626129827444,10.682004930156122,12.037797863599014,5.9983566146261325
North Canaan School District,1000011,2008,359.0,,,339.0,0.0,0.0,,,8.0,45.0,19.0,43.0,64.0,,94.42896935933148,,,0.0,0.0,,,,2.2284122562674096,12.534818941504177,17.827298050139277,11.977715877437326,5.571030640668525
North Haven School District,1010011,2008,3897.0,198.0,,3270.0,,264.0,,,71.0,217.0,103.0,485.0,320.0,201.0,83.91070053887606,5.080831408775981,,6.774441878367974,,,,5.157813702848345,1.8219142930459329,5.568385937900949,8.211444701052091,12.445470875032075,16.089299461123943
North Stonington School District,1020011,2008,805.0,18.0,19.0,731.0,19.0,18.0,,,,95.0,41.0,84.0,136.0,37.0,90.80745341614906,2.236024844720497,2.360248447204969,2.236024844720497,2.360248447204969,,,4.596273291925466,,11.801242236024844,16.8944099378882,10.434782608695652,9.192546583850941
Norwalk School District,1030011,2008,10729.0,2535.0,3306.0,4374.0,21.0,493.0,,,1317.0,2433.0,727.0,1189.0,3160.0,5841.0,40.76801193028241,23.627551495945568,30.81368254264144,4.59502283530618,0.19573119582440118,,,54.441234038587005,12.275142138130303,22.676857116227048,29.45288470500513,11.082113896914905,59.23198806971759
Norwich Free Academy District,9010022,2008,2449.0,296.0,238.0,1742.0,35.0,138.0,,,62.0,244.0,289.0,308.0,533.0,534.0,71.13107390771744,12.08656594528379,9.718252347897101,5.634953042057983,1.4291547570436913,,,21.80481829318089,2.5316455696202533,9.963250306247447,21.7639853001225,12.576561861984484,28.868926092282564
Norwich School District,1040011,2008,4070.0,946.0,838.0,1893.0,104.0,289.0,,,383.0,1767.0,445.0,649.0,2212.0,1784.0,46.51105651105651,23.243243243243246,20.58968058968059,7.100737100737101,2.5552825552825555,,,43.83292383292383,9.41031941031941,43.415233415233416,54.34889434889435,15.945945945945947,53.48894348894349
Odyssey Community School District,2630013,2008,177.0,43.0,32.0,97.0,,,,,0.0,24.0,13.0,18.0,37.0,75.0,54.80225988700565,24.293785310734464,18.07909604519774,,,,,42.3728813559322,0.0,13.559322033898304,20.903954802259886,10.16949152542373,45.19774011299435
Old Saybrook School District,1060011,2008,1621.0,,53.0,1434.0,,93.0,,,61.0,73.0,61.0,197.0,134.0,56.0,88.46391116594695,,3.269586674892042,5.737199259716225,,,,3.454657618753856,3.763109191856878,4.5033929673041335,8.26650215916101,12.152991980259099,11.536088834053047
Orange School District,1070011,2008,1377.0,,45.0,1146.0,,148.0,,,10.0,25.0,15.0,125.0,40.0,48.0,83.2244008714597,,3.2679738562091507,10.74800290486565,,,,3.485838779956427,0.7262164124909223,1.815541031227306,2.904865649963689,9.077705156136528,16.775599128540307
Oxford School District,1080011,2008,1861.0,,61.0,1738.0,,37.0,,,29.0,80.0,42.0,158.0,122.0,64.0,93.39065018807094,,3.277807630306287,1.9881783987103707,,,,3.4390112842557765,1.5583019881783988,4.29876410531972,6.555615260612574,8.490059108006449,6.609349811929064
Park City Prep Charter School District,2830013,2008,206.0,136.0,64.0,,0.0,,,,0.0,79.0,32.0,9.0,111.0,200.0,,66.01941747572816,31.06796116504854,,0.0,,,97.0873786407767,0.0,38.349514563106794,53.883495145631066,4.368932038834951,
Plainfield School District,1090011,2008,2784.0,85.0,127.0,2478.0,42.0,52.0,,,21.0,533.0,261.0,330.0,794.0,212.0,89.00862068965517,3.05316091954023,4.561781609195402,1.8678160919540232,1.5086206896551724,,,7.614942528735632,0.7543103448275862,19.145114942528735,28.520114942528735,11.85344827586207,10.991379310344826
Plainville School District,1100011,2008,2629.0,168.0,186.0,2208.0,,,,,96.0,272.0,155.0,371.0,427.0,354.0,83.98630658044884,6.390262457208064,7.07493343476607,,,,,13.465195891974135,3.6515785469760367,10.346139216432103,16.24191707873716,14.11182959300114,16.01369341955116
Plymouth School District,1110011,2008,1913.0,41.0,46.0,1805.0,,,,,13.0,207.0,106.0,217.0,313.0,87.0,94.35441714584422,2.1432305279665447,2.4046001045478307,,,,,4.547830632514375,0.6795608991113434,10.820700470465237,16.3617354939885,11.34343962362781,5.645582854155776
Pomfret School District,1120011,2008,543.0,10.0,11.0,509.0,0.0,13.0,,,,36.0,9.0,75.0,45.0,21.0,93.73848987108656,1.841620626151013,2.0257826887661143,2.394106813996317,0.0,,,3.867403314917127,,6.629834254143646,8.287292817679557,13.812154696132598,6.261510128913443
Portland School District,1130011,2008,1433.0,61.0,42.0,1302.0,6.0,22.0,,,,130.0,18.0,129.0,148.0,103.0,90.85833914863922,4.256803907885555,2.930914166085136,1.5352407536636425,0.41870202372644805,,,7.18771807397069,,9.071877180739707,10.32798325191905,9.002093510118632,9.141660851360783
Preston School District,1140011,2008,509.0,11.0,15.0,452.0,15.0,16.0,,,10.0,32.0,25.0,76.0,57.0,26.0,88.8015717092338,2.161100196463654,2.9469548133595285,3.143418467583497,2.9469548133595285,,,5.1080550098231825,1.9646365422396856,6.286836935166994,11.19842829076621,14.931237721021612,11.198428290766202
Putnam School District,1160011,2008,1319.0,46.0,44.0,1211.0,8.0,10.0,,,33.0,425.0,148.0,232.0,573.0,90.0,91.81197877179682,3.4874905231235784,3.3358605003790753,0.7581501137225171,0.6065200909780136,,,6.823351023502654,2.501895375284306,32.221379833206974,43.44200151630023,17.589082638362395,8.188021228203183
Redding School District,1170011,2008,1309.0,,20.0,1222.0,,55.0,,,,,,158.0,,23.0,93.353705118411,,1.5278838808250574,4.201680672268908,,,,1.757066462948816,,,,12.070282658517954,6.646294881589
Regional School District 01,2010012,2008,570.0,8.0,8.0,551.0,,,,,0.0,45.0,22.0,59.0,67.0,16.0,96.66666666666667,1.4035087719298245,1.4035087719298245,,,,,2.807017543859649,0.0,7.894736842105263,11.75438596491228,10.350877192982457,3.3333333333333286
Regional School District 04,2040012,2008,961.0,,28.0,903.0,,18.0,,,,47.0,28.0,121.0,75.0,31.0,93.96462018730489,,2.91363163371488,1.8730489073881373,,,,3.225806451612903,,4.890738813735692,7.804370447450572,12.59105098855359,6.035379812695112
Regional School District 05,2050012,2008,2483.0,,73.0,2140.0,,208.0,,,15.0,28.0,18.0,254.0,46.0,76.0,86.18606524365686,,2.9399919452275474,8.37696335078534,,,,3.0608135320177206,0.6041079339508658,1.1276681433749496,1.852597664115989,10.22956101490133,13.813934756343144
Regional School District 06,2060012,2008,1130.0,11.0,17.0,1094.0,0.0,8.0,,,14.0,42.0,39.0,164.0,81.0,28.0,96.8141592920354,0.9734513274336283,1.5044247787610618,0.7079646017699115,0.0,,,2.47787610619469,1.238938053097345,3.7168141592920354,7.168141592920355,14.513274336283185,3.1858407079646014
Regional School District 07,2070012,2008,1155.0,,9.0,1135.0,0.0,,,,,26.0,25.0,147.0,51.0,12.0,98.26839826839827,,0.7792207792207793,,0.0,,,1.0389610389610389,,2.2510822510822512,4.415584415584416,12.727272727272727,1.731601731601728
Regional School District 08,2080012,2008,1676.0,,20.0,1618.0,,22.0,,,0.0,31.0,20.0,200.0,51.0,23.0,96.53937947494033,,1.1933174224343674,1.3126491646778042,,,,1.3723150357995226,0.0,1.8496420047732696,3.0429594272076375,11.933174224343675,3.4606205250596673
Regional School District 09,2090012,2008,979.0,,23.0,917.0,,31.0,,,,,0.0,111.0,0.0,26.0,93.66700715015321,,2.3493360572012256,3.1664964249233916,,,,2.6557711950970377,,,0.0,11.338100102145047,6.332992849846789
Regional School District 10,2100012,2008,2855.0,,65.0,2715.0,,55.0,,,22.0,55.0,30.0,278.0,85.0,68.0,95.09632224168126,,2.276707530647986,1.926444833625219,,,,2.3817863397548162,0.7705779334500876,1.926444833625219,2.9772329246935203,9.737302977232924,4.903677758318736
Regional School District 11,2110012,2008,299.0,7.0,9.0,280.0,,,,,0.0,30.0,18.0,52.0,48.0,16.0,93.64548494983278,2.341137123745819,3.0100334448160537,,,,,5.351170568561873,0.0,10.033444816053512,16.05351170568562,17.391304347826086,6.3545150501672225
Regional School District 12,2120012,2008,1062.0,,28.0,1003.0,,16.0,,,7.0,28.0,7.0,171.0,35.0,31.0,94.44444444444444,,2.6365348399246704,1.5065913370998116,,,,2.919020715630885,0.6591337099811676,2.6365348399246704,3.295668549905838,16.101694915254235,5.555555555555557
Regional School District 13,2130012,2008,2156.0,,52.0,2050.0,,32.0,,,10.0,60.0,44.0,281.0,104.0,55.0,95.08348794063079,,2.411873840445269,1.4842300556586272,,,,2.5510204081632653,0.463821892393321,2.782931354359926,4.823747680890538,13.033395176252318,4.916512059369211
Regional School District 14,2140012,2008,2215.0,,60.0,2105.0,,27.0,,,19.0,84.0,36.0,255.0,120.0,63.0,95.03386004514672,,2.708803611738149,1.2189616252821671,,,,2.8442437923250563,0.8577878103837472,3.7923250564334086,5.417607223476298,11.512415349887133,4.966139954853276
Regional School District 15,2150012,2008,4583.0,46.0,110.0,4258.0,22.0,147.0,,,31.0,60.0,40.0,564.0,100.0,156.0,92.9085751691032,1.0037093606807768,2.4001745581496836,3.2075060004363958,0.4800349116299367,,,3.40388391883046,0.6764128300240018,1.3091861226271002,2.181976871045167,12.30634955269474,7.091424830896798
Regional School District 16,2160012,2008,2691.0,54.0,76.0,2540.0,,,,,24.0,134.0,78.0,251.0,212.0,130.0,94.38870308435526,2.0066889632107023,2.8242289111854326,,,,,4.830917874396135,0.8918617614269788,4.979561501300632,7.878112225938313,9.327387588257153,5.611296915644743
Regional School District 17,2170012,2008,2562.0,,26.0,2465.0,,48.0,,,,54.0,28.0,295.0,82.0,29.0,96.21389539422326,,1.014832162373146,1.873536299765808,,,,1.1319281811085091,,2.107728337236534,3.200624512099922,11.514441842310696,3.7861046057767425
Regional School District 18,2180012,2008,1538.0,,25.0,1450.0,,45.0,,,,41.0,8.0,152.0,49.0,28.0,94.2782834850455,,1.6254876462938883,2.9258777633289985,,,,1.8205461638491547,,2.665799739921977,3.1859557867360206,9.882964889466841,5.721716514954494
Regional School District 19,2190012,2008,1191.0,36.0,47.0,1047.0,10.0,51.0,,,8.0,52.0,27.0,187.0,79.0,83.0,87.90931989924434,3.022670025188917,3.9462636439966414,4.282115869017632,0.8396305625524769,,,6.9689336691855575,0.6717044500419815,4.36607892527288,6.633081444164568,15.70109151973132,12.090680100755662
Ridgefield School District,1180011,2008,5560.0,,162.0,5170.0,,187.0,,,36.0,34.0,23.0,563.0,57.0,165.0,92.98561151079137,,2.9136690647482015,3.3633093525179856,,,,2.9676258992805753,0.6474820143884892,0.6115107913669064,1.025179856115108,10.12589928057554,7.014388489208628
Rocky Hill School District,1190011,2008,2622.0,,161.0,2065.0,,284.0,,,88.0,132.0,70.0,282.0,202.0,164.0,78.75667429443173,,6.140350877192982,10.831426392067124,,,,6.254767353165523,3.3562166285278416,5.034324942791762,7.704042715484364,10.755148741418765,21.243325705568267
Salem School District,1210011,2008,506.0,14.0,,471.0,,17.0,,,0.0,18.0,11.0,41.0,29.0,17.0,93.08300395256917,2.766798418972332,,3.3596837944664033,,,,3.3596837944664033,0.0,3.557312252964427,5.7312252964426875,8.102766798418973,6.916996047430828
Salisbury School District,1220011,2008,307.0,11.0,,283.0,0.0,,,,0.0,12.0,13.0,40.0,25.0,14.0,92.18241042345277,3.5830618892508146,,,0.0,,,4.5602605863192185,0.0,3.908794788273615,8.143322475570033,13.029315960912053,7.817589576547235
Scotland School District,1230011,2008,190.0,,,184.0,,0.0,,,0.0,22.0,22.0,28.0,44.0,,96.84210526315789,,,0.0,,,,,0.0,11.578947368421053,23.157894736842106,14.736842105263156,3.1578947368421098
Seymour School District,1240011,2008,2619.0,95.0,162.0,2277.0,12.0,73.0,,,41.0,244.0,131.0,200.0,375.0,257.0,86.94158075601375,3.6273386788850703,6.185567010309279,2.7873234058801066,0.45819014891179843,,,9.812905689194348,1.5654830087819778,9.316533027873234,14.318442153493699,7.636502481863307,13.05841924398625
Sharon School District,1250011,2008,219.0,6.0,,207.0,0.0,,,,,16.0,14.0,38.0,30.0,9.0,94.52054794520548,2.73972602739726,,,0.0,,,4.10958904109589,,7.30593607305936,13.698630136986301,17.35159817351598,5.479452054794521
Shelton School District,1260011,2008,5670.0,158.0,375.0,4869.0,20.0,248.0,,,117.0,446.0,190.0,426.0,636.0,533.0,85.87301587301587,2.7865961199294533,6.613756613756613,4.37389770723104,0.3527336860670194,,,9.400352733686066,2.0634920634920633,7.865961199294532,11.216931216931217,7.5132275132275135,14.126984126984127
Sherman School District,1270011,2008,459.0,6.0,,436.0,,11.0,,,,10.0,0.0,71.0,10.0,9.0,94.98910675381264,1.3071895424836601,,2.3965141612200433,,,,1.9607843137254901,,2.178649237472767,2.178649237472767,15.468409586056644,5.010893246187365
Side By Side Charter School District,2700013,2008,230.0,76.0,72.0,59.0,0.0,23.0,,,15.0,61.0,31.0,21.0,92.0,148.0,25.65217391304348,33.04347826086956,31.30434782608696,10.0,0.0,,,64.34782608695652,6.521739130434782,26.521739130434785,40.0,9.130434782608695,74.34782608695652
Simsbury School District,1280011,2008,4973.0,182.0,145.0,4399.0,7.0,240.0,,,69.0,121.0,63.0,645.0,184.0,327.0,88.45767142569876,3.659762718680877,2.9157450231248743,4.826060727930827,0.1407601045646491,,,6.575507741805751,1.3874924592801126,2.4331389503317915,3.6999798914136335,12.970038206314097,11.542328574301237
Somers School District,1290011,2008,1734.0,40.0,31.0,1640.0,0.0,23.0,,,12.0,27.0,48.0,161.0,75.0,71.0,94.57900807381776,2.306805074971165,1.787773933102653,1.3264129181084199,0.0,,,4.094579008073818,0.6920415224913495,1.5570934256055362,4.325259515570934,9.284890426758938,5.420991926182239
South Windsor School District,1320011,2008,4972.0,278.0,238.0,4062.0,16.0,378.0,,,99.0,153.0,117.0,614.0,270.0,516.0,81.69750603378922,5.591311343523732,4.7868061142397424,7.602574416733708,0.32180209171359614,,,10.378117457763475,1.991150442477876,3.077232502011263,5.430410297666935,12.349155269509252,18.302493966210776
Southington School District,1310011,2008,6947.0,156.0,281.0,6269.0,15.0,226.0,,,107.0,417.0,143.0,786.0,560.0,437.0,90.24039153591478,2.2455736289045634,4.044911472578091,3.2532028213617394,0.21592054124082338,,,6.290485101482654,1.54023319418454,6.00259104649489,8.061033539657405,11.314236361019145,9.759608464085218
Sprague School District,1330011,2008,356.0,27.0,23.0,295.0,,,,,,59.0,41.0,34.0,100.0,50.0,82.86516853932584,7.584269662921349,6.460674157303371,,,,,14.04494382022472,,16.573033707865168,28.08988764044944,9.550561797752808,17.134831460674164
Stafford School District,1340011,2008,1917.0,,61.0,1796.0,,31.0,,,15.0,241.0,178.0,158.0,419.0,64.0,93.68805425143454,,3.1820552947313505,1.6171100678142931,,,,3.338549817423057,0.7824726134585289,12.571726656233698,21.857068335941577,8.242044861763171,6.3119457485654635
Stamford Academy District,2820013,2008,131.0,89.0,32.0,10.0,0.0,0.0,,,0.0,103.0,15.0,27.0,118.0,121.0,7.633587786259542,67.93893129770993,24.427480916030532,0.0,0.0,,,92.36641221374046,0.0,78.62595419847328,90.07633587786259,20.610687022900763,92.36641221374046
Stamford School District,1350011,2008,14982.0,3268.0,4522.0,6167.0,8.0,1017.0,,,2161.0,4651.0,1449.0,1501.0,6100.0,7790.0,41.16272860766253,21.81284207715926,30.182886130022695,6.788145774929916,0.053397410225604056,,,51.995728207181955,14.423975437191297,31.04391936991056,40.71552529702309,10.018689093578962,58.83727139233747
Sterling School District,1360011,2008,504.0,,,486.0,,6.0,,,0.0,82.0,51.0,64.0,133.0,,96.42857142857143,,,1.1904761904761905,,,,,0.0,16.26984126984127,26.38888888888889,12.698412698412698,3.5714285714285694
Stonington School District,1370011,2008,2549.0,66.0,71.0,2293.0,30.0,89.0,,,13.0,174.0,72.0,275.0,246.0,137.0,89.95684582189094,2.5892506865437426,2.785406041584935,3.491565319733229,1.1769321302471558,,,5.374656728128678,0.5100039231071009,6.826206355433503,9.650843468026677,10.788544527265595,10.043154178109063
Stratford School District,1380011,2008,7440.0,1688.0,1349.0,4142.0,36.0,225.0,,,297.0,1479.0,814.0,726.0,2293.0,3037.0,55.672043010752695,22.688172043010752,18.131720430107524,3.024193548387097,0.4838709677419355,,,40.81989247311828,3.9919354838709675,19.879032258064516,30.819892473118284,9.758064516129032,44.327956989247305
Suffield School District,1390011,2008,2594.0,54.0,52.0,2443.0,,,,,,81.0,42.0,280.0,123.0,106.0,94.17887432536624,2.081727062451812,2.004626060138782,,,,,4.086353122590594,,3.122590593677718,4.7417116422513494,10.79414032382421,5.8211256746337625
The Bridge Academy District,2690013,2008,260.0,177.0,77.0,6.0,0.0,0.0,,,0.0,145.0,54.0,28.0,199.0,254.0,2.307692307692308,68.07692307692308,29.615384615384617,0.0,0.0,,,97.6923076923077,0.0,55.769230769230774,76.53846153846153,10.76923076923077,97.6923076923077
The Gilbert School District,9020022,2008,408.0,14.0,33.0,354.0,,,,,7.0,54.0,39.0,44.0,93.0,47.0,86.76470588235294,3.431372549019608,8.088235294117647,,,,,11.519607843137255,1.715686274509804,13.23529411764706,22.794117647058822,10.784313725490197,13.235294117647058
The Woodstock Academy District,9030022,2008,1153.0,,27.0,1102.0,,12.0,,,0.0,0.0,38.0,58.0,38.0,30.0,95.57675628794449,,2.3417172593235036,1.0407632263660018,,,,2.6019080659150045,0.0,0.0,3.295750216825672,5.030355594102342,4.423243712055509
Thomaston School District,1400011,2008,1272.0,8.0,19.0,1236.0,0.0,9.0,,,8.0,107.0,67.0,187.0,174.0,27.0,97.16981132075472,0.628930817610063,1.4937106918238994,0.7075471698113208,0.0,,,2.1226415094339623,0.628930817610063,8.41194968553459,13.679245283018867,14.70125786163522,2.830188679245282
Thompson School District,1410011,2008,1488.0,20.0,38.0,1393.0,22.0,15.0,,,,224.0,137.0,143.0,361.0,58.0,93.61559139784946,1.3440860215053763,2.553763440860215,1.0080645161290323,1.478494623655914,,,3.8978494623655915,,15.053763440860216,24.260752688172044,9.61021505376344,6.384408602150543
