District,District Code,fiscal_year,rev_local,rev_state,rev_federal,rev_tuition_other,rev_total,pct_local,pct_state,pct_federal,pct_tuition_other
Branford School District,140011,2024,57627205.0,5332988.0,3954234.0,407933.0,67322360.0,85.6,7.9,5.9,0.6
Brass City Charter School District,2900013,2024,558543.0,4444528.0,623248.0,272823.0,5899142.0,9.5,75.3,10.6,4.6
Bridgeport School District,150011,2024,74619192.0,231528825.0,76827329.0,3373665.0,386349011.0,19.3,59.9,19.9,0.9
Bristol School District,170011,2024,95580632.0,60396472.0,12457860.0,518449.0,168953413.0,56.6,35.7,7.4,0.3
Brookfield School District,180011,2024,51974614.0,1788134.0,1109997.0,136657.0,55009402.0,94.5,3.3,2.0,0.2
Brooklyn School District,190011,2024,14287081.0,7426271.0,1224338.0,119644.0,23057334.0,62.0,32.2,5.3,0.5
Canaan School District,210011,2024,2633523.0,93056.0,49955.0,2751.0,2779284.0,94.8,3.3,1.8,0.1
Canterbury School District,220011,2024,8304905.0,4332366.0,652666.0,32656.0,13322593.0,62.3,32.5,4.9,0.2
Canton School District,230011,2024,28033208.0,5849370.0,601068.0,650543.0,35134189.0,79.8,16.6,1.7,1.9
Capital Preparatory Harbor School District,2970013,2024,626601.0,7435960.0,2186556.0,0.0,10249117.0,6.1,72.6,21.3,0.0
Capitol Region Education Council,2410014,2024,1178414.0,133305002.0,21574214.0,126638164.0,282695794.0,0.4,47.2,7.6,44.8
Chaplin School District,240011,2024,3099295.0,1039137.0,308732.0,39642.0,4486806.0,69.1,23.2,6.9,0.9
Cheshire School District,250011,2024,74527480.0,10605034.0,1917577.0,425104.0,87475196.0,85.2,12.1,2.2,0.5
Chester School District,260011,2024,5159720.0,524660.0,264575.0,0.0,5948955.0,86.7,8.8,4.4,0.0
Clinton School District,270011,2024,29461722.0,5717599.0,1565052.0,148542.0,36892915.0,79.9,15.5,4.2,0.4
Colchester School District,280011,2024,31051393.0,13134429.0,1564978.0,1136486.0,46887286.0,66.2,28.0,3.3,2.4
Colebrook School District,290011,2024,2091639.0,191190.0,137283.0,6241.0,2426353.0,86.2,7.9,5.7,0.3
Columbia School District,300011,2024,11154637.0,2369229.0,454649.0,82927.0,14061442.0,79.3,16.8,3.2,0.6
Common Ground High School District,2680013,2024,118328.0,2667398.0,664923.0,1804596.0,5255244.0,2.3,50.8,12.7,34.3
Connecticut Technical Education and Career System,9000016,2024,0.0,306486213.0,26253059.0,1153120.0,333892393.0,0.0,91.8,7.9,0.3
Cooperative Educational Services,2430014,2024,5235634.0,4680954.0,406791.0,28718748.0,39042127.0,13.4,12.0,1.0,73.6
Cornwall School District,310011,2024,3205738.0,12574.0,157725.0,24635.0,3400673.0,94.3,0.4,4.6,0.7
Coventry School District,320011,2024,21772817.0,8848277.0,1108505.0,38704.0,31768302.0,68.5,27.9,3.5,0.1
Cromwell School District,330011,2024,31166964.0,8198270.0,897418.0,732881.0,40995534.0,76.0,20.0,2.2,1.8
Danbury School District,340011,2024,129626689.0,55909064.0,21788705.0,906686.0,208231144.0,62.3,26.8,10.5,0.4
Darien School District,350011,2024,115934018.0,3278542.0,1362320.0,1034387.0,121609267.0,95.3,2.7,1.1,0.9
Deep River School District,360011,2024,5139074.0,747905.0,246790.0,0.0,6133770.0,83.8,12.2,4.0,0.0
Derby School District,370011,2024,17756603.0,12371231.0,3063362.0,10835.0,33202031.0,53.5,37.3,9.2,0.0
East Granby School District,400011,2024,17879665.0,2397239.0,597857.0,372423.0,21247184.0,84.2,11.3,2.8,1.8
East Haddam School District,410011,2024,19665556.0,3909437.0,584073.0,876676.0,25035741.0,78.5,15.6,2.3,3.5
East Hampton School District,420011,2024,30769372.0,7913664.0,813185.0,93322.0,39589543.0,77.7,20.0,2.1,0.2
East Hartford School District,430011,2024,52896721.0,70600868.0,13550941.0,6018296.0,143066827.0,37.0,49.3,9.5,4.2
East Haven School District,440011,2024,31637793.0,23901462.0,4376192.0,1367316.0,61282763.0,51.6,39.0,7.1,2.2
East Lyme School District,450011,2024,49468450.0,6354830.0,1321236.0,2520025.0,59664541.0,82.9,10.7,2.2,4.2
East Windsor School District,470011,2024,21187757.0,7069853.0,1836143.0,630251.0,30724004.0,69.0,23.0,6.0,2.1
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,2024,0.0,3063006.0,610455.0,14297784.0,17971245.0,0.0,17.0,3.4,79.6
Eastford School District,390011,2024,3533679.0,1163616.0,203675.0,46382.0,4947351.0,71.4,23.5,4.1,0.9
Easton School District,460011,2024,19446068.0,285102.0,634339.0,108990.0,20474499.0,95.0,1.4,3.1,0.5
EdAdvance,2420014,2024,0.0,130306.0,4681543.0,12332266.0,17144115.0,0.0,0.8,27.3,71.9
Ellington School District,480011,2024,34731654.0,12543216.0,944282.0,2221151.0,50440303.0,68.9,24.9,1.9,4.4
Elm City College Preparatory School District,2890013,2024,197835.0,9565589.0,2156540.0,949849.0,12869813.0,1.5,74.3,16.8,7.4
Elm City Montessori School District,2910013,2024,4458347.0,885000.0,86842.0,0.0,5430188.0,82.1,16.3,1.6,0.0
Enfield School District,490011,2024,54780404.0,32871639.0,4998651.0,1875952.0,94526645.0,58.0,34.8,5.3,2.0
Essex School District,500011,2024,7881571.0,188904.0,260949.0,0.0,8331424.0,94.6,2.3,3.1,0.0
Explorations District,2720013,2024,346484.0,1095758.0,99099.0,138970.0,1680311.0,20.6,65.2,5.9,8.3
Fairfield School District,510011,2024,216974581.0,4492517.0,4238174.0,1173535.0,226878807.0,95.6,2.0,1.9,0.5
Farmington School District,520011,2024,78251136.0,3186036.0,2136572.0,1925130.0,85498874.0,91.5,3.7,2.5,2.3
Franklin School District,530011,2024,4277519.0,784229.0,88325.0,10604.0,5160677.0,82.9,15.2,1.7,0.2
Glastonbury School District,540011,2024,113838310.0,8258212.0,2135725.0,2236029.0,126468276.0,90.0,6.5,1.7,1.8
Goodwin University Educational Services (GUES),2310018,2024,2462036.0,13899792.0,925252.0,7656040.0,24943120.0,9.9,55.7,3.7,30.7
Granby School District,560011,2024,28604087.0,7104300.0,601725.0,1523944.0,37834056.0,75.6,18.8,1.6,4.0
Great Oaks Charter School District,2940013,2024,1181099.0,8233688.0,1438255.0,911095.0,11764137.0,10.0,70.0,12.2,7.7
Greenwich School District,570011,2024,227913258.0,2446865.0,7384405.0,1399842.0,239144369.0,95.3,1.0,3.1,0.6
Griswold School District,580011,2024,16595267.0,12125260.0,3101184.0,3324405.0,35146116.0,47.2,34.5,8.8,9.5
Groton School District,590011,2024,55822711.0,26639730.0,5990830.0,48427.0,88501698.0,63.1,30.1,6.8,0.1
Guilford School District,600011,2024,66891255.0,2700304.0,1327238.0,283217.0,71202015.0,93.9,3.8,1.9,0.4
Hamden School District,620011,2024,103906397.0,40540336.0,4242003.0,0.0,148688736.0,69.9,27.3,2.9,0.0
Hampton School District,630011,2024,1522134.0,766321.0,121277.0,14767.0,2424498.0,62.8,31.6,5.0,0.6
Hartford School District,640011,2024,91002433.0,304426266.0,91377999.0,10459781.0,497266479.0,18.3,61.2,18.4,2.1
Hartland School District,650011,2024,4551038.0,1072335.0,214147.0,26193.0,5863712.0,77.6,18.3,3.7,0.4
Hebron School District,670011,2024,9940555.0,3529255.0,568628.0,11276.0,14049715.0,70.8,25.1,4.0,0.1
Highville Charter School District,2860013,2024,151987.0,5301995.0,1158663.0,41667.0,6654311.0,2.3,79.7,17.4,0.6
Integrated Day Charter School District,2640013,2024,450479.0,4294143.0,574339.0,51347.0,5370308.0,8.4,80.0,10.7,1.0
Interdistrict School for Arts and Comm District,2650013,2024,908813.0,3136411.0,781643.0,38343.0,4865210.0,18.7,64.5,16.1,0.8
Jumoke Academy District,2610013,2024,459584.0,8088581.0,1525476.0,525993.0,10599635.0,4.3,76.3,14.4,5.0
Kent School District,680011,2024,5645090.0,27453.0,243612.0,102662.0,6018817.0,93.8,0.5,4.0,1.7
Killingly School District,690011,2024,28168520.0,18326960.0,3241040.0,2484352.0,52220871.0,53.9,35.1,6.2,4.8
Learn,2450014,2024,1403770.0,12362630.0,2150389.0,17579508.0,33496297.0,4.2,36.9,6.4,52.5
Lebanon School District,710011,2024,15933003.0,5481990.0,728568.0,1467685.0,23611245.0,67.5,23.2,3.1,6.2
Ledyard School District,720011,2024,29425061.0,13956997.0,1876391.0,1003685.0,46262133.0,63.6,30.2,4.1,2.2
Lisbon School District,730011,2024,7796090.0,3329416.0,491483.0,79381.0,11696370.0,66.7,28.5,4.2,0.7
Litchfield School District,740011,2024,19041201.0,1581629.0,646837.0,0.0,21269668.0,89.5,7.4,3.0,0.0
Madison School District,760011,2024,60291498.0,1439169.0,1140461.0,486952.0,63358079.0,95.2,2.3,1.8,0.8
Manchester School District,770011,2024,90094960.0,49516665.0,10480288.0,2822130.0,152914042.0,58.9,32.4,6.9,1.8
Mansfield School District,780011,2024,18495170.0,7089347.0,756923.0,58679.0,26400119.0,70.1,26.9,2.9,0.2
Marlborough School District,790011,2024,6920056.0,1636161.0,342238.0,3049.0,8901504.0,77.7,18.4,3.8,0.0
Meriden School District,800011,2024,50824704.0,82052913.0,16882354.0,1205881.0,150965852.0,33.7,54.4,11.2,0.8
Middletown School District,830011,2024,76560322.0,30017654.0,7905604.0,1014575.0,115498155.0,66.3,26.0,6.8,0.9
Milford School District,840011,2024,123805281.0,11782706.0,4094926.0,102481.0,139785393.0,88.6,8.4,2.9,0.1
Monroe School District,850011,2024,61404617.0,6032447.0,1698491.0,156888.0,69292443.0,88.6,8.7,2.5,0.2
Montville School District,860011,2024,30018235.0,13617592.0,2480631.0,397696.0,46514154.0,64.5,29.3,5.3,0.9
Naugatuck School District,880011,2024,40591710.0,36858898.0,5737125.0,632402.0,83820135.0,48.4,44.0,6.8,0.8
New Beginnings Inc Family Academy District,2800013,2024,435457.0,5019211.0,1459680.0,331602.0,7245950.0,6.0,69.3,20.1,4.6
New Britain School District,890011,2024,55401161.0,127576322.0,43802444.0,1361838.0,228141764.0,24.3,55.9,19.2,0.6
New Canaan School District,900011,2024,103539254.0,1182546.0,1592553.0,1449989.0,107764341.0,96.1,1.1,1.5,1.3
New Fairfield School District,910011,2024,41969329.0,4422623.0,1282963.0,690005.0,48364920.0,86.8,9.1,2.7,1.4
New Hartford School District,920011,2024,7761647.0,1702191.0,569605.0,69825.0,10103268.0,76.8,16.8,5.6,0.7
New Haven School District,930011,2024,114461971.0,225450364.0,73616339.0,4291596.0,417820270.0,27.4,54.0,17.6,1.0
New London School District,950011,2024,21976848.0,42181476.0,14572559.0,2479391.0,81210273.0,27.1,51.9,17.9,3.1
New Milford School District,960011,2024,59544725.0,12587522.0,2937274.0,971576.0,76041096.0,78.3,16.6,3.9,1.3
Newington School District,940011,2024,67153064.0,17947427.0,2841594.0,1323848.0,89265932.0,75.2,20.1,3.2,1.5
Newtown School District,970011,2024,81005601.0,6456864.0,1704503.0,663172.0,89830140.0,90.2,7.2,1.9,0.7
Norfolk School District,980011,2024,2729051.0,64612.0,109285.0,6003.0,2908950.0,93.8,2.2,3.8,0.2
North Branford School District,990011,2024,26469778.0,8538748.0,1547709.0,0.0,36512561.0,72.5,23.4,4.2,0.0
North Canaan School District,1000011,2024,4469514.0,1384457.0,404550.0,8919.0,6267440.0,71.3,22.1,6.5,0.1
North Haven School District,1010011,2024,58858303.0,5233830.0,1146194.0,35693.0,65274020.0,90.2,8.0,1.8,0.1
North Stonington School District,1020011,2024,12157572.0,2669926.0,478767.0,312104.0,15618370.0,77.8,17.1,3.1,2.0
Norwalk School District,1030011,2024,219714006.0,30086127.0,14707192.0,2341258.0,266848583.0,82.3,11.3,5.5,0.9
Norwich School District,1040011,2024,60978420.0,49146112.0,11268115.0,770927.0,122163574.0,49.9,40.2,9.2,0.6
Odyssey Community School District,2630013,2024,433207.0,4576094.0,303461.0,323917.0,5636679.0,7.7,81.2,5.4,5.7
Old Saybrook School District,1060011,2024,27918513.0,404595.0,528254.0,44730.0,28896093.0,96.6,1.4,1.8,0.2
Orange School District,1070011,2024,23528752.0,709158.0,971883.0,0.0,25209793.0,93.3,2.8,3.9,0.0
Oxford School District,1080011,2024,30893966.0,4600666.0,1169512.0,111474.0,36775619.0,84.0,12.5,3.2,0.3
Park City Prep Charter School District,2830013,2024,258443.0,5494220.0,988307.0,0.0,6740970.0,3.8,81.5,14.7,0.0
Plainfield School District,1090011,2024,21160956.0,16714777.0,2500298.0,1429043.0,41805074.0,50.6,40.0,6.0,3.4
Plainville School District,1100011,2024,32202119.0,14378044.0,2730074.0,109600.0,49419837.0,65.2,29.1,5.5,0.2
Plymouth School District,1110011,2024,17316158.0,10634764.0,1245377.0,42155.0,29238454.0,59.2,36.4,4.3,0.1
Pomfret School District,1120011,2024,8367829.0,2993241.0,507684.0,0.0,11868754.0,70.5,25.2,4.3,0.0
Portland School District,1130011,2024,20340311.0,6005956.0,1207395.0,57992.0,27611654.0,73.7,21.8,4.4,0.2
Preston School District,1140011,2024,11054339.0,3181470.0,477977.0,109400.0,14823186.0,74.6,21.5,3.2,0.7
Putnam School District,1160011,2024,12172294.0,9873622.0,1424340.0,574095.0,24044351.0,50.6,41.1,5.9,2.4
Redding School District,1170011,2024,24360644.0,257912.0,585658.0,211109.0,25415323.0,95.9,1.0,2.3,0.8
Regional School District 01,2010012,2024,9846682.0,1629357.0,253243.0,80675.0,11809957.0,83.4,13.8,2.1,0.7
Regional School District 04,2040012,2024,19340666.0,1718944.0,472615.0,0.0,21532226.0,89.8,8.0,2.2,0.0
Regional School District 05,2050012,2024,45659676.0,2508039.0,786715.0,136011.0,49090441.0,93.0,5.1,1.6,0.3
Regional School District 06,2060012,2024,16379855.0,1973983.0,572394.0,1814516.0,20740748.0,79.0,9.5,2.8,8.7
Regional School District 07,2070012,2024,18651028.0,3349777.0,323031.0,772501.0,23096337.0,80.8,14.5,1.4,3.3
Regional School District 08,2080012,2024,24428711.0,5754953.0,444356.0,114852.0,30742872.0,79.5,18.7,1.4,0.4
Regional School District 09,2090012,2024,23152491.0,662648.0,334477.0,29884.0,24179501.0,95.8,2.7,1.4,0.1
Regional School District 10,2100012,2024,34969397.0,7838631.0,1026527.0,182735.0,44017290.0,79.4,17.8,2.3,0.4
Regional School District 11,2110012,2024,5012721.0,1824620.0,258694.0,130396.0,7226431.0,69.4,25.2,3.6,1.8
Regional School District 12,2120012,2024,21044854.0,1231222.0,669825.0,1996934.0,24942834.0,84.4,4.9,2.7,8.0
Regional School District 13,2130012,2024,32290619.0,5570347.0,764785.0,117013.0,38742765.0,83.3,14.4,2.0,0.3
Regional School District 14,2140012,2024,29710998.0,5834925.0,844081.0,2341085.0,38731089.0,76.7,15.1,2.2,6.0
Regional School District 15,2150012,2024,74566928.0,9573830.0,2139907.0,222549.0,86503215.0,86.2,11.1,2.5,0.3
Regional School District 16,2160012,2024,30574348.0,10220058.0,754045.0,147694.0,41696145.0,73.3,24.5,1.8,0.4
Regional School District 17,2170012,2024,39763442.0,5694523.0,805097.0,0.0,46263062.0,86.0,12.3,1.7,0.0
Regional School District 18,2180012,2024,30151491.0,921406.0,537320.0,364704.0,31974921.0,94.3,2.9,1.7,1.1
Regional School District 19,2190012,2024,14682872.0,6620386.0,900928.0,3032922.0,25237108.0,58.2,26.2,3.6,12.0
Ridgefield School District,1180011,2024,109563905.0,2078446.0,1637694.0,52405.0,113332450.0,96.7,1.8,1.4,0.0
Rocky Hill School District,1190011,2024,46668790.0,7212143.0,875634.0,87926.0,54844494.0,85.1,13.2,1.6,0.2
Salem School District,1210011,2024,8480522.0,2675958.0,316587.0,38024.0,11511091.0,73.7,23.2,2.8,0.3
Salisbury School District,1220011,2024,8021618.0,33373.0,320753.0,10571.0,8386315.0,95.7,0.4,3.8,0.1
Scotland School District,1230011,2024,1464463.0,1020108.0,143638.0,36851.0,2665060.0,55.0,38.3,5.4,1.4
Seymour School District,1240011,2024,27093250.0,12156680.0,1663220.0,109028.0,41022178.0,66.0,29.6,4.1,0.3
Sharon School District,1250011,2024,4975272.0,15944.0,147214.0,3085.0,5141515.0,96.8,0.3,2.9,0.1
Shelton School District,1260011,2024,74693596.0,9620954.0,5050506.0,0.0,89365056.0,83.6,10.8,5.7,0.0
Sherman School District,1270011,2024,9412518.0,286583.0,298129.0,60586.0,10057816.0,93.6,2.8,3.0,0.6
Side By Side Charter School District,2700013,2024,148197.0,3051283.0,408840.0,237507.0,3845826.0,3.9,79.3,10.6,6.2
Simsbury School District,1280011,2024,73647126.0,12045074.0,1632990.0,2187912.0,89513103.0,82.3,13.5,1.8,2.4
Somers School District,1290011,2024,22125717.0,6103441.0,712311.0,40800.0,28982269.0,76.3,21.1,2.5,0.1
South Windsor School District,1320011,2024,78139562.0,14060103.0,2238973.0,859434.0,95298073.0,82.0,14.8,2.3,0.9
Southington School District,1310011,2024,88693238.0,25193715.0,3871003.0,2273078.0,120031034.0,73.9,21.0,3.2,1.9
Sprague School District,1330011,2024,4468597.0,3037632.0,706318.0,22170.0,8234717.0,54.3,36.9,8.6,0.3
Stafford School District,1340011,2024,19854423.0,10448587.0,1445905.0,253522.0,32002437.0,62.0,32.6,4.5,0.8
Stamford Charter School for Excellence District,2960013,2024,337203.0,5151818.0,569646.0,0.0,6058667.0,5.6,85.0,9.4,0.0
Stamford School District,1350011,2024,303786142.0,43724956.0,32163839.0,1561402.0,381236339.0,79.7,11.5,8.4,0.4
Sterling School District,1360011,2024,4942901.0,3589786.0,687363.0,97371.0,9317421.0,53.1,38.5,7.4,1.0
Stonington School District,1370011,2024,41942061.0,1477398.0,2933126.0,0.0,46352585.0,90.5,3.2,6.3,0.0
Stratford School District,1380011,2024,102087361.0,31889948.0,11967921.0,1585218.0,147530448.0,69.2,21.6,8.1,1.1
Suffield School District,1390011,2024,32144456.0,8137902.0,1209991.0,1675253.0,43167602.0,74.5,18.9,2.8,3.9
The Bridge Academy District,2690013,2024,429605.0,3550930.0,1083048.0,4352.0,5067934.0,8.5,70.1,21.4,0.1
Thomaston School District,1400011,2024,12246363.0,6313986.0,464366.0,134216.0,19158931.0,63.9,33.0,2.4,0.7
Thompson School District,1410011,2024,12882468.0,7991772.0,1035505.0,74366.0,21984112.0,58.6,36.4,4.7,0.3
Tolland School District,1420011,2024,34671932.0,10579064.0,936339.0,0.0,46187335.0,75.1,22.9,2.0,0.0
Torrington School District,1430011,2024,53134539.0,32654009.0,4798862.0,257609.0,90845019.0,58.5,35.9,5.3,0.3
Trumbull School District,1440011,2024,125830469.0,6077915.0,3186456.0,1986490.0,137081330.0,91.8,4.4,2.3,1.4
Union School District,1450011,2024,1632062.0,212341.0,86111.0,2111.0,1932625.0,84.4,11.0,4.5,0.1
Vernon School District,1460011,2024,39142183.0,23563919.0,3159253.0,928547.0,66793903.0,58.6,35.3,4.7,1.4
Voluntown School District,1470011,2024,4860367.0,2448735.0,406931.0,0.0,7716033.0,63.0,31.7,5.3,0.0
Wallingford School District,1480011,2024,94946037.0,25227280.0,4699933.0,1452530.0,126325781.0,75.2,20.0,3.7,1.1
Waterbury School District,1510011,2024,94393896.0,211185064.0,87032605.0,2135929.0,394747494.0,23.9,53.5,22.0,0.5
Waterford School District,1520011,2024,56295209.0,969530.0,1773918.0,173707.0,59212364.0,95.1,1.6,3.0,0.3
Watertown School District,1530011,2024,41941413.0,13734415.0,1212187.0,159621.0,57047636.0,73.5,24.1,2.1,0.3
West Hartford School District,1550011,2024,166276354.0,31203073.0,9918531.0,2473041.0,209870999.0,79.2,14.9,4.7,1.2
West Haven School District,1560011,2024,49459780.0,58467213.0,18979742.0,634302.0,127541037.0,38.8,45.8,14.9,0.5
Westbrook School District,1540011,2024,19723210.0,139439.0,411848.0,69930.0,20344426.0,96.9,0.7,2.0,0.3
Weston School District,1570011,2024,57584319.0,1237523.0,655793.0,348214.0,59825849.0,96.3,2.1,1.1,0.6
Westport School District,1580011,2024,139174516.0,1828658.0,2120946.0,462434.0,143586553.0,96.9,1.3,1.5,0.3
Wethersfield School District,1590011,2024,55903678.0,16397641.0,3289102.0,747594.0,76338014.0,73.2,21.5,4.3,1.0
Willington School District,1600011,2024,7380504.0,2787582.0,743105.0,596.0,10911786.0,67.6,25.5,6.8,0.0
Wilton School District,1610011,2024,89178633.0,1758530.0,1254013.0,1523416.0,93714592.0,95.2,1.9,1.3,1.6
Winchester School District,1620011,2024,15289832.0,8998953.0,1299068.0,122911.0,25710764.0,59.5,35.0,5.1,0.5
Windham School District,1630011,2024,24406313.0,39404154.0,13848748.0,1528891.0,79188106.0,30.8,49.8,17.5,1.9
Windsor Locks School District,1650011,2024,28248876.0,6998102.0,1515811.0,1806002.0,38568791.0,73.2,18.1,3.9,4.7
Windsor School District,1640011,2024,69407936.0,14820950.0,4198985.0,254460.0,88682331.0,78.3,16.7,4.7,0.3
Wolcott School District,1660011,2024,26627803.0,13789853.0,1515507.0,24322.0,41957484.0,63.5,32.9,3.6,0.1
Woodbridge School District,1670011,2024,16657441.0,378644.0,916892.0,38392.0,17991369.0,92.6,2.1,5.1,0.2
Woodstock School District,1690011,2024,17045477.0,5250410.0,669149.0,63184.0,23028220.0,74.0,22.8,2.9,0.3
Achievement First Bridgeport Academy District,2850013,2025,474654.0,15013170.0,1012119.0,165298.0,16665242.0,2.8,90.1,6.1,1.0
Achievement First Hartford Academy District,2880013,2025,1276624.0,13447472.0,1075474.0,703045.0,16502615.0,7.7,81.5,6.5,4.3
Amistad Academy District,2790013,2025,657444.0,15108856.0,890643.0,178589.0,16835531.0,3.9,89.7,5.3,1.1
Andover School District,10011,2025,1980144.0,2197423.0,175931.0,227564.0,4581062.0,43.2,48.0,3.8,5.0
Ansonia School District,20011,2025,22650145.0,24748813.0,4369791.0,393441.0,52162191.0,43.4,47.4,8.4,0.8
Area Cooperative Educational Services,2440014,2025,14181380.0,17256173.0,2732707.0,81455434.0,115625694.0,12.3,14.9,2.4,70.4
Ashford School District,30011,2025,5198420.0,3705839.0,422116.0,72681.0,9399056.0,55.3,39.4,4.5,0.8
Avon School District,40011,2025,64255079.0,3063814.0,1060291.0,2894342.0,71273526.0,90.2,4.3,1.5,4.1
Barkhamsted School District,50011,2025,3270452.0,1515956.0,183037.0,36493.0,5005939.0,65.3,30.3,3.7,0.7
Berlin School District,70011,2025,52833482.0,8003125.0,1171312.0,939847.0,62947766.0,83.9,12.7,1.9,1.5
Bethany School District,80011,2025,6264349.0,1936810.0,333973.0,77840.0,8612972.0,72.7,22.5,3.9,0.9
Bethel School District,90011,2025,50534256.0,9554460.0,2017941.0,40262.0,62146919.0,81.3,15.4,3.2,0.1
Bloomfield School District,110011,2025,45927529.0,16481783.0,2198925.0,1638083.0,66246320.0,69.3,24.9,3.3,2.5
Bolton School District,120011,2025,13001763.0,3284441.0,261615.0,335102.0,16882921.0,77.0,19.5,1.5,2.0
Booker T. Washington Academy District,2950013,2025,0.0,5546281.0,602330.0,942926.0,7091536.0,0.0,78.2,8.5,13.3
Bozrah School District,130011,2025,5173926.0,1178919.0,225982.0,0.0,6578826.0,78.6,17.9,3.4,0.0
Branford School District,140011,2025,68543563.0,5922019.0,2367796.0,476816.0,77310194.0,88.7,7.7,3.1,0.6
Brass City Charter School District,2900013,2025,1190293.0,4869637.0,315034.0,123189.0,6498153.0,18.3,74.9,4.8,1.9
Bridgeport School District,150011,2025,96793089.0,245255874.0,38069881.0,3121381.0,383240224.0,25.3,64.0,9.9,0.8
Bristol School District,170011,2025,96165213.0,63431592.0,11623929.0,614391.0,171835126.0,56.0,36.9,6.8,0.4
Brookfield School District,180011,2025,54421566.0,2120305.0,787075.0,160342.0,57489288.0,94.7,3.7,1.4,0.3
Brooklyn School District,190011,2025,14912337.0,7641641.0,841379.0,114399.0,23509756.0,63.4,32.5,3.6,0.5
Canaan School District,210011,2025,2666648.0,125982.0,87490.0,4875.0,2884994.0,92.4,4.4,3.0,0.2
Canterbury School District,220011,2025,8764774.0,4087771.0,485825.0,12586.0,13350956.0,65.6,30.6,3.6,0.1
Canton School District,230011,2025,29257448.0,6136467.0,573756.0,861698.0,36829369.0,79.4,16.7,1.6,2.3
Capital Preparatory Harbor School District,2970013,2025,855503.0,8838058.0,1270020.0,0.0,10963581.0,7.8,80.6,11.6,0.0
Capitol Region Education Council,2410014,2025,12784678.0,156161404.0,13383205.0,110715522.0,293044809.0,4.4,53.3,4.6,37.8
Chaplin School District,240011,2025,2288125.0,1747482.0,200598.0,45648.0,4281853.0,53.4,40.8,4.7,1.1
Cheshire School District,250011,2025,79356466.0,10621686.0,1366354.0,421105.0,91765611.0,86.5,11.6,1.5,0.5
Chester School District,260011,2025,4933148.0,947243.0,176689.0,0.0,6057080.0,81.4,15.6,2.9,0.0
Clinton School District,270011,2025,31375344.0,5866234.0,811640.0,160624.0,38213843.0,82.1,15.4,2.1,0.4
Colchester School District,280011,2025,32431050.0,13387433.0,1582307.0,965104.0,48365894.0,67.1,27.7,3.3,2.0
Colebrook School District,290011,2025,1736268.0,404142.0,54845.0,7332.0,2202587.0,78.8,18.3,2.5,0.3
Columbia School District,300011,2025,11127393.0,2417615.0,339464.0,55799.0,13940271.0,79.8,17.3,2.4,0.4
Common Ground High School District,2680013,2025,375658.0,2861545.0,494494.0,716431.0,4448128.0,8.4,64.3,11.1,16.1
Connecticut Technical Education and Career System,9000016,2025,0.0,334635656.0,14337298.0,1972063.0,350945017.0,0.0,95.4,4.1,0.6
Cooperative Educational Services,2430014,2025,7554530.0,6308758.0,286696.0,27336415.0,41486399.0,18.2,15.2,0.7,65.9
Cornwall School District,310011,2025,3391535.0,25225.0,123549.0,37965.0,3578274.0,94.8,0.7,3.5,1.1
Coventry School District,320011,2025,23076459.0,8555918.0,873182.0,28400.0,32533959.0,70.9,26.3,2.7,0.1
Cromwell School District,330011,2025,32543378.0,8039973.0,989527.0,1406463.0,42979341.0,75.7,18.7,2.3,3.3
Danbury School District,340011,2025,140496281.0,64651487.0,8146206.0,974859.0,214268833.0,65.6,30.2,3.8,0.5
Darien School District,350011,2025,120758149.0,2839281.0,1329961.0,872906.0,125800296.0,96.0,2.3,1.1,0.7
Deep River School District,360011,2025,4443926.0,1677747.0,189393.0,0.0,6311066.0,70.4,26.6,3.0,0.0
Derby School District,370011,2025,21065060.0,12464190.0,1969190.0,0.0,35498440.0,59.3,35.1,5.5,0.0
East Granby School District,400011,2025,18505054.0,2571074.0,464227.0,321133.0,21861489.0,84.6,11.8,2.1,1.5
East Haddam School District,410011,2025,19638838.0,3870771.0,820445.0,893658.0,25223712.0,77.9,15.3,3.3,3.5
East Hampton School District,420011,2025,32199309.0,7682572.0,753359.0,105316.0,40740556.0,79.0,18.9,1.8,0.3
East Hartford School District,430011,2025,56439601.0,76104581.0,10996797.0,5385717.0,148926697.0,37.9,51.1,7.4,3.6
East Haven School District,440011,2025,35242416.0,23900812.0,2214144.0,808761.0,62166132.0,56.7,38.4,3.6,1.3
East Lyme School District,450011,2025,51539232.0,6465090.0,1237420.0,2763109.0,62004851.0,83.1,10.4,2.0,4.5
East Windsor School District,470011,2025,22423005.0,7064159.0,1230302.0,555223.0,31272689.0,71.7,22.6,3.9,1.8
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,2025,0.0,6481152.0,588796.0,16901142.0,23971089.0,0.0,27.0,2.5,70.5
Eastford School District,390011,2025,3585834.0,1153391.0,172587.0,55292.0,4967104.0,72.2,23.2,3.5,1.1
Easton School District,460011,2025,19868085.0,318893.0,476897.0,79243.0,20743118.0,95.8,1.5,2.3,0.4
EdAdvance,2420014,2025,0.0,130506.0,4927250.0,12546787.0,17604543.0,0.0,0.7,28.0,71.3
Ellington School District,480011,2025,36490421.0,12659962.0,761025.0,3107088.0,53018496.0,68.8,23.9,1.4,5.9
