district,district_code,fiscal_year,subject,needs_group,total_students,total_tested,participation_rate,n_scored,level1_count,level1_pct,level2_count,level2_pct,level3_count,level3_pct,level4_count,level4_pct,level3_4_count,pct_prof
Achievement First Bridgeport Academy District,2850013,2015,ELA,All Students,564.0,564.0,100.0,564.0,196.0,34.8,164.0,29.1,131.0,23.2,73.0,12.9,204.0,36.2
Achievement First Bridgeport Academy District,2850013,2015,Math,All Students,564.0,562.0,99.6,562.0,255.0,45.4,152.0,27.0,108.0,19.2,47.0,8.4,155.0,27.6
Achievement First Hartford Academy District,2880013,2015,ELA,All Students,551.0,548.0,99.5,547.0,179.0,32.7,140.0,25.6,166.0,30.3,62.0,11.3,228.0,41.7
Achievement First Hartford Academy District,2880013,2015,Math,All Students,551.0,547.0,99.3,546.0,242.0,44.3,163.0,29.9,108.0,19.8,33.0,6.0,141.0,25.8
Amistad Academy District,2790013,2015,ELA,All Students,544.0,541.0,99.4,541.0,127.0,23.5,149.0,27.5,164.0,30.3,101.0,18.7,265.0,49.0
Amistad Academy District,2790013,2015,Math,All Students,544.0,540.0,99.3,540.0,169.0,31.3,185.0,34.3,117.0,21.7,69.0,12.8,186.0,34.4
Andover School District,0010011,2015,ELA,All Students,167.0,163.0,97.6,163.0,6.0,3.7,27.0,16.6,43.0,26.4,87.0,53.4,130.0,79.8
Andover School District,0010011,2015,Math,All Students,167.0,165.0,98.8,165.0,9.0,5.5,41.0,24.8,48.0,29.1,67.0,40.6,115.0,69.7
Ansonia School District,0020011,2015,ELA,All Students,1225.0,1205.0,98.4,1205.0,397.0,32.9,361.0,30.0,305.0,25.3,142.0,11.8,447.0,37.1
Ansonia School District,0020011,2015,Math,All Students,1226.0,1207.0,98.5,1207.0,533.0,44.2,439.0,36.4,166.0,13.8,69.0,5.7,235.0,19.5
Area Cooperative Educational Services,2440014,2015,ELA,All Students,1297.0,1277.0,98.5,1268.0,417.0,32.9,379.0,29.9,355.0,28.0,117.0,9.2,472.0,37.2
Area Cooperative Educational Services,2440014,2015,Math,All Students,1298.0,1275.0,98.2,1272.0,657.0,51.7,372.0,29.2,171.0,13.4,72.0,5.7,243.0,19.1
Ashford School District,0030011,2015,ELA,All Students,253.0,252.0,99.6,252.0,34.0,13.5,64.0,25.4,84.0,33.3,70.0,27.8,154.0,61.1
Ashford School District,0030011,2015,Math,All Students,253.0,249.0,98.4,248.0,69.0,27.8,73.0,29.4,68.0,27.4,38.0,15.3,106.0,42.7
Avon School District,0040011,2015,ELA,All Students,1841.0,1812.0,98.4,1809.0,101.0,5.6,220.0,12.2,624.0,34.5,864.0,47.8,1488.0,82.3
Avon School District,0040011,2015,Math,All Students,1841.0,1823.0,99.0,1823.0,149.0,8.2,354.0,19.4,563.0,30.9,757.0,41.5,1320.0,72.4
Barkhamsted School District,0050011,2015,ELA,All Students,205.0,198.0,96.6,197.0,27.0,13.7,34.0,17.3,70.0,35.5,66.0,33.5,136.0,69.0
Barkhamsted School District,0050011,2015,Math,All Students,205.0,197.0,96.1,197.0,46.0,23.4,69.0,35.0,57.0,28.9,25.0,12.7,82.0,41.6
Berlin School District,0070011,2015,ELA,All Students,1607.0,1595.0,99.3,1559.0,227.0,14.6,370.0,23.7,606.0,38.9,356.0,22.8,962.0,61.7
Berlin School District,0070011,2015,Math,All Students,1606.0,1594.0,99.3,1575.0,311.0,19.7,516.0,32.8,452.0,28.7,296.0,18.8,748.0,47.5
Bethany School District,0080011,2015,ELA,All Students,240.0,234.0,97.5,233.0,29.0,12.4,46.0,19.7,73.0,31.3,85.0,36.5,158.0,67.8
Bethany School District,0080011,2015,Math,All Students,240.0,234.0,97.5,234.0,31.0,13.2,64.0,27.4,76.0,32.5,63.0,26.9,139.0,59.4
Bethel School District,0090011,2015,ELA,All Students,1526.0,1507.0,98.8,1506.0,163.0,10.8,319.0,21.2,566.0,37.6,458.0,30.4,1024.0,68.0
Bethel School District,0090011,2015,Math,All Students,1526.0,1512.0,99.1,1511.0,361.0,23.9,525.0,34.7,395.0,26.1,230.0,15.2,625.0,41.4
Bloomfield School District,0110011,2015,ELA,All Students,907.0,878.0,96.8,878.0,190.0,21.6,268.0,30.5,303.0,34.5,117.0,13.3,420.0,47.8
Bloomfield School District,0110011,2015,Math,All Students,906.0,881.0,97.2,881.0,387.0,43.9,311.0,35.3,151.0,17.1,32.0,3.6,183.0,20.8
Bolton School District,0120011,2015,ELA,All Students,449.0,443.0,98.7,442.0,46.0,10.4,67.0,15.2,166.0,37.6,163.0,36.9,329.0,74.4
Bolton School District,0120011,2015,Math,All Students,449.0,444.0,98.9,444.0,80.0,18.0,124.0,27.9,119.0,26.8,121.0,27.3,240.0,54.1
Bozrah School District,0130011,2015,ELA,All Students,129.0,129.0,100.0,129.0,32.0,24.8,33.0,25.6,42.0,32.6,22.0,17.1,64.0,49.6
Bozrah School District,0130011,2015,Math,All Students,129.0,129.0,100.0,129.0,46.0,35.7,33.0,25.6,37.0,28.7,13.0,10.1,50.0,38.8
Branford School District,0140011,2015,ELA,All Students,1612.0,1571.0,97.5,1571.0,278.0,17.7,364.0,23.2,556.0,35.4,373.0,23.7,929.0,59.1
Branford School District,0140011,2015,Math,All Students,1612.0,1569.0,97.3,1567.0,460.0,29.4,400.0,25.5,400.0,25.5,307.0,19.6,707.0,45.1
Bridgeport School District,0150011,2015,ELA,All Students,10461.0,9942.0,95.0,9905.0,4863.0,49.1,2688.0,27.1,1852.0,18.7,502.0,5.1,2354.0,23.8
Bridgeport School District,0150011,2015,Math,All Students,10462.0,10109.0,96.6,10102.0,6860.0,67.9,2345.0,23.2,723.0,7.2,174.0,1.7,897.0,8.9
Bristol School District,0170011,2015,ELA,All Students,4207.0,4139.0,98.4,4135.0,897.0,21.7,1100.0,26.6,1424.0,34.4,714.0,17.3,2138.0,51.7
Bristol School District,0170011,2015,Math,All Students,4210.0,4161.0,98.8,4160.0,1483.0,35.6,1320.0,31.7,933.0,22.4,424.0,10.2,1357.0,32.6
Brookfield School District,0180011,2015,ELA,All Students,1510.0,1438.0,95.2,1430.0,163.0,11.4,262.0,18.3,540.0,37.8,465.0,32.5,1005.0,70.3
Brookfield School District,0180011,2015,Math,All Students,1510.0,1456.0,96.4,1454.0,231.0,15.9,399.0,27.4,458.0,31.5,366.0,25.2,824.0,56.7
Brooklyn School District,0190011,2015,ELA,All Students,545.0,536.0,98.3,536.0,55.0,10.3,119.0,22.2,204.0,38.1,158.0,29.5,362.0,67.5
Brooklyn School District,0190011,2015,Math,All Students,545.0,538.0,98.7,537.0,147.0,27.4,205.0,38.2,120.0,22.3,65.0,12.1,185.0,34.5
Canaan School District,0210011,2015,ELA,All Students,53.0,52.0,98.1,52.0,,,14.0,26.9,22.0,42.3,,,,
Canaan School District,0210011,2015,Math,All Students,53.0,53.0,100.0,53.0,9.0,17.0,18.0,34.0,20.0,37.7,6.0,11.3,26.0,49.1
Canterbury School District,0220011,2015,ELA,All Students,312.0,309.0,99.0,309.0,52.0,16.8,94.0,30.4,113.0,36.6,50.0,16.2,163.0,52.8
Canterbury School District,0220011,2015,Math,All Students,312.0,309.0,99.0,309.0,87.0,28.2,104.0,33.7,82.0,26.5,36.0,11.7,118.0,38.2
Canton School District,0230011,2015,ELA,All Students,904.0,900.0,99.6,900.0,79.0,8.8,146.0,16.2,336.0,37.3,339.0,37.7,675.0,75.0
Canton School District,0230011,2015,Math,All Students,903.0,895.0,99.1,895.0,132.0,14.7,255.0,28.5,263.0,29.4,245.0,27.4,508.0,56.8
Capitol Region Education Council,2410014,2015,ELA,All Students,3499.0,3348.0,95.7,3336.0,860.0,25.8,830.0,24.9,1041.0,31.2,605.0,18.1,1646.0,49.3
Capitol Region Education Council,2410014,2015,Math,All Students,3501.0,3354.0,95.8,3341.0,1334.0,39.9,974.0,29.2,607.0,18.2,426.0,12.8,1033.0,30.9
Chaplin School District,0240011,2015,ELA,All Students,75.0,58.0,77.3,58.0,18.0,31.0,9.0,15.5,12.0,20.7,19.0,32.8,31.0,53.4
Chaplin School District,0240011,2015,Math,All Students,75.0,58.0,77.3,58.0,17.0,29.3,25.0,43.1,,,,,16.0,27.6
Cheshire School District,0250011,2015,ELA,All Students,2523.0,2487.0,98.6,2486.0,172.0,6.9,366.0,14.7,934.0,37.6,1014.0,40.8,1948.0,78.4
Cheshire School District,0250011,2015,Math,All Students,2523.0,2486.0,98.5,2486.0,379.0,15.2,652.0,26.2,754.0,30.3,701.0,28.2,1455.0,58.5
Chester School District,0260011,2015,ELA,All Students,137.0,137.0,100.0,137.0,8.0,5.8,13.0,9.5,49.0,35.8,67.0,48.9,116.0,84.7
Chester School District,0260011,2015,Math,All Students,138.0,138.0,100.0,138.0,8.0,5.8,38.0,27.5,52.0,37.7,40.0,29.0,92.0,66.7
Clinton School District,0270011,2015,ELA,All Students,1057.0,1032.0,97.6,1032.0,111.0,10.8,221.0,21.4,394.0,38.2,306.0,29.7,700.0,67.8
Clinton School District,0270011,2015,Math,All Students,1056.0,1035.0,98.0,1034.0,213.0,20.6,279.0,27.0,319.0,30.9,223.0,21.6,542.0,52.4
Colchester School District,0280011,2015,ELA,All Students,1423.0,1406.0,98.8,1405.0,140.0,10.0,288.0,20.5,516.0,36.7,461.0,32.8,977.0,69.5
Colchester School District,0280011,2015,Math,All Students,1422.0,1400.0,98.5,1399.0,258.0,18.4,424.0,30.3,399.0,28.5,318.0,22.7,717.0,51.3
Colebrook School District,0290011,2015,ELA,All Students,52.0,48.0,92.3,48.0,,,,,15.0,31.3,23.0,47.9,38.0,79.2
Colebrook School District,0290011,2015,Math,All Students,52.0,48.0,92.3,48.0,6.0,12.5,15.0,31.3,10.0,20.8,17.0,35.4,27.0,56.3
Columbia School District,0300011,2015,ELA,All Students,296.0,288.0,97.3,288.0,35.0,12.2,66.0,22.9,107.0,37.2,80.0,27.8,187.0,64.9
Columbia School District,0300011,2015,Math,All Students,296.0,287.0,97.0,286.0,61.0,21.3,89.0,31.1,89.0,31.1,47.0,16.4,136.0,47.6
Common Ground High School District,2680013,2015,ELA,All Students,32.0,32.0,100.0,32.0,9.0,28.1,8.0,25.0,9.0,28.1,6.0,18.8,15.0,46.9
Common Ground High School District,2680013,2015,Math,All Students,32.0,32.0,100.0,32.0,14.0,43.8,8.0,25.0,,,,,10.0,31.3
Connecticut Technical Education and Career System,9000016,2015,ELA,All Students,2523.0,2435.0,96.5,2434.0,472.0,19.4,829.0,34.1,886.0,36.4,247.0,10.1,1133.0,46.5
Connecticut Technical Education and Career System,9000016,2015,Math,All Students,2522.0,2428.0,96.3,2428.0,1507.0,62.1,699.0,28.8,200.0,8.2,22.0,0.9,222.0,9.1
Cooperative Educational Services,2430014,2015,ELA,All Students,359.0,355.0,98.9,355.0,114.0,32.1,95.0,26.8,95.0,26.8,51.0,14.4,146.0,41.1
Cooperative Educational Services,2430014,2015,Math,All Students,358.0,355.0,99.2,355.0,141.0,39.7,111.0,31.3,73.0,20.6,30.0,8.5,103.0,29.0
Cornwall School District,0310011,2015,ELA,All Students,65.0,61.0,93.8,61.0,,,,,26.0,42.6,15.0,24.6,41.0,67.2
Cornwall School District,0310011,2015,Math,All Students,65.0,61.0,93.8,61.0,11.0,18.0,13.0,21.3,24.0,39.3,13.0,21.3,37.0,60.7
Coventry School District,0320011,2015,ELA,All Students,882.0,849.0,96.3,848.0,102.0,12.0,172.0,20.3,349.0,41.2,225.0,26.5,574.0,67.7
Coventry School District,0320011,2015,Math,All Students,882.0,837.0,94.9,837.0,181.0,21.6,281.0,33.6,240.0,28.7,135.0,16.1,375.0,44.8
Cromwell School District,0330011,2015,ELA,All Students,1071.0,1067.0,99.6,1067.0,142.0,13.3,228.0,21.4,398.0,37.3,299.0,28.0,697.0,65.3
Cromwell School District,0330011,2015,Math,All Students,1070.0,1066.0,99.6,1066.0,282.0,26.5,318.0,29.8,287.0,26.9,179.0,16.8,466.0,43.7
Danbury School District,0340011,2015,ELA,All Students,5607.0,4771.0,85.1,4748.0,1170.0,24.6,1314.0,27.7,1496.0,31.5,768.0,16.2,2264.0,47.7
Danbury School District,0340011,2015,Math,All Students,5607.0,4848.0,86.5,4839.0,1814.0,37.5,1616.0,33.4,979.0,20.2,430.0,8.9,1409.0,29.1
Darien School District,0350011,2015,ELA,All Students,2623.0,2550.0,97.2,2536.0,108.0,4.3,267.0,10.5,896.0,35.3,1265.0,49.9,2161.0,85.2
Darien School District,0350011,2015,Math,All Students,2623.0,2528.0,96.4,2513.0,186.0,7.4,418.0,16.6,786.0,31.3,1123.0,44.7,1909.0,76.0
Deep River School District,0360011,2015,ELA,All Students,199.0,199.0,100.0,198.0,25.0,12.6,40.0,20.2,61.0,30.8,72.0,36.4,133.0,67.2
Deep River School District,0360011,2015,Math,All Students,199.0,199.0,100.0,199.0,35.0,17.6,53.0,26.6,75.0,37.7,36.0,18.1,111.0,55.8
Derby School District,0370011,2015,ELA,All Students,778.0,768.0,98.7,764.0,228.0,29.8,215.0,28.1,226.0,29.6,95.0,12.4,321.0,42.0
Derby School District,0370011,2015,Math,All Students,778.0,764.0,98.2,763.0,334.0,43.8,251.0,32.9,139.0,18.2,39.0,5.1,178.0,23.3
East Granby School District,0400011,2015,ELA,All Students,470.0,468.0,99.6,468.0,41.0,8.8,91.0,19.4,180.0,38.5,156.0,33.3,336.0,71.8
East Granby School District,0400011,2015,Math,All Students,469.0,466.0,99.4,466.0,69.0,14.8,124.0,26.6,135.0,29.0,138.0,29.6,273.0,58.6
East Haddam School District,0410011,2015,ELA,All Students,601.0,583.0,97.0,582.0,74.0,12.7,100.0,17.2,235.0,40.4,173.0,29.7,408.0,70.1
East Haddam School District,0410011,2015,Math,All Students,601.0,582.0,96.8,582.0,125.0,21.5,174.0,29.9,164.0,28.2,119.0,20.4,283.0,48.6
East Hampton School District,0420011,2015,ELA,All Students,1020.0,990.0,97.1,990.0,132.0,13.3,225.0,22.7,367.0,37.1,266.0,26.9,633.0,63.9
East Hampton School District,0420011,2015,Math,All Students,1020.0,987.0,96.8,987.0,219.0,22.2,339.0,34.3,291.0,29.5,138.0,14.0,429.0,43.5
East Hartford School District,0430011,2015,ELA,All Students,3472.0,3389.0,97.6,3383.0,1317.0,38.9,947.0,28.0,858.0,25.4,261.0,7.7,1119.0,33.1
East Hartford School District,0430011,2015,Math,All Students,3451.0,3391.0,98.3,3387.0,1846.0,54.5,975.0,28.8,436.0,12.9,130.0,3.8,566.0,16.7
East Haven School District,0440011,2015,ELA,All Students,1571.0,1545.0,98.3,1543.0,426.0,27.6,432.0,28.0,484.0,31.4,201.0,13.0,685.0,44.4
East Haven School District,0440011,2015,Math,All Students,1571.0,1550.0,98.7,1549.0,686.0,44.3,502.0,32.4,278.0,17.9,83.0,5.4,361.0,23.3
East Lyme School District,0450011,2015,ELA,All Students,1467.0,1437.0,98.0,1437.0,126.0,8.8,205.0,14.3,534.0,37.2,572.0,39.8,1106.0,77.0
East Lyme School District,0450011,2015,Math,All Students,1467.0,1434.0,97.8,1434.0,207.0,14.4,353.0,24.6,427.0,29.8,447.0,31.2,874.0,60.9
East Windsor School District,0470011,2015,ELA,All Students,539.0,535.0,99.3,532.0,118.0,22.2,151.0,28.4,181.0,34.0,82.0,15.4,263.0,49.4
East Windsor School District,0470011,2015,Math,All Students,539.0,537.0,99.6,535.0,190.0,35.5,183.0,34.2,103.0,19.3,59.0,11.0,162.0,30.3
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,2015,ELA,All Students,116.0,98.0,84.5,95.0,63.0,66.3,,,14.0,14.7,,,,
Eastern Connecticut Regional Educational Service Center (EASTCONN),2530014,2015,Math,All Students,116.0,95.0,81.9,93.0,83.0,89.2,7.0,7.5,,,,,,
Eastford School District,0390011,2015,ELA,All Students,84.0,84.0,100.0,84.0,6.0,7.1,13.0,15.5,35.0,41.7,30.0,35.7,65.0,77.4
Eastford School District,0390011,2015,Math,All Students,84.0,84.0,100.0,84.0,12.0,14.3,25.0,29.8,26.0,31.0,21.0,25.0,47.0,56.0
Easton School District,0460011,2015,ELA,All Students,635.0,626.0,98.6,626.0,40.0,6.4,113.0,18.1,234.0,37.4,239.0,38.2,473.0,75.6
Easton School District,0460011,2015,Math,All Students,635.0,628.0,98.9,627.0,59.0,9.4,173.0,27.6,199.0,31.7,196.0,31.3,395.0,63.0
EdAdvance,2420014,2015,ELA,All Students,13.0,,,,,,,,,,,,,
EdAdvance,2420014,2015,Math,All Students,13.0,8.0,,8.0,,,,,,,,,,
Ellington School District,0480011,2015,ELA,All Students,1456.0,1432.0,98.4,1415.0,148.0,10.5,229.0,16.2,509.0,36.0,529.0,37.4,1038.0,73.4
Ellington School District,0480011,2015,Math,All Students,1455.0,1435.0,98.6,1415.0,223.0,15.8,370.0,26.1,444.0,31.4,378.0,26.7,822.0,58.1
Elm City College Preparatory School District,2890013,2015,ELA,All Students,356.0,356.0,100.0,356.0,66.0,18.5,93.0,26.1,135.0,37.9,62.0,17.4,197.0,55.3
Elm City College Preparatory School District,2890013,2015,Math,All Students,356.0,356.0,100.0,356.0,86.0,24.2,120.0,33.7,99.0,27.8,51.0,14.3,150.0,42.1
Enfield School District,0490011,2015,ELA,All Students,2585.0,2550.0,98.6,2545.0,436.0,17.1,712.0,28.0,961.0,37.8,436.0,17.1,1397.0,54.9
Enfield School District,0490011,2015,Math,All Students,2584.0,2542.0,98.4,2537.0,706.0,27.8,946.0,37.3,639.0,25.2,246.0,9.7,885.0,34.9
Essex School District,0500011,2015,ELA,All Students,267.0,260.0,97.4,259.0,21.0,8.1,26.0,10.0,92.0,35.5,120.0,46.3,212.0,81.9
Essex School District,0500011,2015,Math,All Students,267.0,260.0,97.4,260.0,36.0,13.8,82.0,31.5,73.0,28.1,69.0,26.5,142.0,54.6
Explorations District,2720013,2015,ELA,All Students,16.0,16.0,,16.0,,,,,,,,,,
Explorations District,2720013,2015,Math,All Students,16.0,16.0,,16.0,,,,,,,,,,
Fairfield School District,0510011,2015,ELA,All Students,5586.0,5472.0,98.0,5468.0,473.0,8.7,930.0,17.0,2115.0,38.7,1950.0,35.7,4065.0,74.3
Fairfield School District,0510011,2015,Math,All Students,5584.0,5402.0,96.7,5400.0,745.0,13.8,1425.0,26.4,1766.0,32.7,1464.0,27.1,3230.0,59.8
Farmington School District,0520011,2015,ELA,All Students,2170.0,2119.0,97.6,2116.0,165.0,7.8,298.0,14.1,766.0,36.2,887.0,41.9,1653.0,78.1
Farmington School District,0520011,2015,Math,All Students,2173.0,2104.0,96.8,2100.0,273.0,13.0,487.0,23.2,591.0,28.1,749.0,35.7,1340.0,63.8
Franklin School District,0530011,2015,ELA,All Students,111.0,109.0,98.2,109.0,16.0,14.7,19.0,17.4,45.0,41.3,29.0,26.6,74.0,67.9
Franklin School District,0530011,2015,Math,All Students,111.0,108.0,97.3,108.0,26.0,24.1,34.0,31.5,32.0,29.6,16.0,14.8,48.0,44.4
Glastonbury School District,0540011,2015,ELA,All Students,3440.0,3410.0,99.1,3407.0,226.0,6.6,535.0,15.7,1255.0,36.8,1391.0,40.8,2646.0,77.7
Glastonbury School District,0540011,2015,Math,All Students,3442.0,3407.0,99.0,3407.0,390.0,11.4,735.0,21.6,1009.0,29.6,1273.0,37.4,2282.0,67.0
Granby School District,0560011,2015,ELA,All Students,1086.0,1013.0,93.3,1012.0,76.0,7.5,177.0,17.5,429.0,42.4,330.0,32.6,759.0,75.0
Granby School District,0560011,2015,Math,All Students,1086.0,1009.0,92.9,1008.0,122.0,12.1,274.0,27.2,342.0,33.9,270.0,26.8,612.0,60.7
Great Oaks Charter School District,2940013,2015,ELA,All Students,116.0,114.0,98.3,114.0,70.0,61.4,31.0,27.2,13.0,11.4,0.0,0.0,13.0,11.4
Great Oaks Charter School District,2940013,2015,Math,All Students,116.0,114.0,98.3,114.0,77.0,67.5,,,,,0.0,0.0,,
Greenwich School District,0570011,2015,ELA,All Students,4605.0,4534.0,98.5,4531.0,359.0,7.9,647.0,14.3,1519.0,33.5,2006.0,44.3,3525.0,77.8
Greenwich School District,0570011,2015,Math,All Students,4604.0,4581.0,99.5,4579.0,669.0,14.6,990.0,21.6,1242.0,27.1,1678.0,36.6,2920.0,63.8
Griswold School District,0580011,2015,ELA,All Students,945.0,932.0,98.6,930.0,141.0,15.2,222.0,23.9,364.0,39.1,203.0,21.8,567.0,61.0
Griswold School District,0580011,2015,Math,All Students,947.0,931.0,98.3,931.0,266.0,28.6,299.0,32.1,240.0,25.8,126.0,13.5,366.0,39.3
Groton School District,0590011,2015,ELA,All Students,2221.0,2046.0,92.1,2045.0,468.0,22.9,498.0,24.4,682.0,33.3,397.0,19.4,1079.0,52.8
Groton School District,0590011,2015,Math,All Students,2226.0,2059.0,92.5,2058.0,597.0,29.0,666.0,32.4,492.0,23.9,303.0,14.7,795.0,38.6
Guilford School District,0600011,2015,ELA,All Students,1870.0,1860.0,99.5,1860.0,116.0,6.2,257.0,13.8,694.0,37.3,793.0,42.6,1487.0,79.9
Guilford School District,0600011,2015,Math,All Students,1870.0,1860.0,99.5,1860.0,208.0,11.2,466.0,25.1,562.0,30.2,624.0,33.5,1186.0,63.8
Hamden School District,0620011,2015,ELA,All Students,2842.0,2694.0,94.8,2692.0,591.0,22.0,660.0,24.5,827.0,30.7,614.0,22.8,1441.0,53.5
Hamden School District,0620011,2015,Math,All Students,2843.0,2716.0,95.5,2712.0,970.0,35.8,763.0,28.1,582.0,21.5,397.0,14.6,979.0,36.1
Hampton School District,0630011,2015,ELA,All Students,47.0,44.0,93.6,44.0,10.0,22.7,6.0,13.6,15.0,34.1,13.0,29.5,28.0,63.6
Hampton School District,0630011,2015,Math,All Students,47.0,43.0,91.5,43.0,11.0,25.6,13.0,30.2,9.0,20.9,10.0,23.3,19.0,44.2
Hartford School District,0640011,2015,ELA,All Students,10579.0,9777.0,92.4,9716.0,4551.0,46.8,2568.0,26.4,1903.0,19.6,694.0,7.1,2597.0,26.7
Hartford School District,0640011,2015,Math,All Students,10576.0,9934.0,93.9,9911.0,6078.0,61.3,2446.0,24.7,950.0,9.6,437.0,4.4,1387.0,14.0
Hartland School District,0650011,2015,ELA,All Students,137.0,135.0,98.5,135.0,25.0,18.5,37.0,27.4,51.0,37.8,22.0,16.3,73.0,54.1
Hartland School District,0650011,2015,Math,All Students,137.0,135.0,98.5,135.0,33.0,24.4,44.0,32.6,46.0,34.1,12.0,8.9,58.0,43.0
Hebron School District,0670011,2015,ELA,All Students,493.0,492.0,99.8,491.0,73.0,14.9,101.0,20.6,189.0,38.5,128.0,26.1,317.0,64.6
Hebron School District,0670011,2015,Math,All Students,493.0,492.0,99.8,492.0,84.0,17.1,167.0,33.9,167.0,33.9,74.0,15.0,241.0,49.0
Highville Charter School District,2860013,2015,ELA,All Students,212.0,212.0,100.0,212.0,43.0,20.3,86.0,40.6,66.0,31.1,17.0,8.0,83.0,39.2
Highville Charter School District,2860013,2015,Math,All Students,212.0,212.0,100.0,212.0,110.0,51.9,78.0,36.8,,,,,24.0,11.3
Integrated Day Charter School District,2640013,2015,ELA,All Students,198.0,197.0,99.5,195.0,34.0,17.4,56.0,28.7,64.0,32.8,41.0,21.0,105.0,53.8
Integrated Day Charter School District,2640013,2015,Math,All Students,198.0,198.0,100.0,195.0,75.0,38.5,62.0,31.8,34.0,17.4,24.0,12.3,58.0,29.7
Interdistrict School for Arts and Comm District,2650013,2015,ELA,All Students,253.0,251.0,99.2,251.0,78.0,31.1,82.0,32.7,77.0,30.7,14.0,5.6,91.0,36.3
Interdistrict School for Arts and Comm District,2650013,2015,Math,All Students,253.0,252.0,99.6,251.0,139.0,55.4,66.0,26.3,38.0,15.1,8.0,3.2,46.0,18.3
Jumoke Academy District,2610013,2015,ELA,All Students,427.0,425.0,99.5,425.0,124.0,29.2,141.0,33.2,111.0,26.1,49.0,11.5,160.0,37.6
Jumoke Academy District,2610013,2015,Math,All Students,427.0,425.0,99.5,425.0,191.0,44.9,165.0,38.8,56.0,13.2,13.0,3.1,69.0,16.2
Kent School District,0680011,2015,ELA,All Students,164.0,162.0,98.8,162.0,8.0,4.9,17.0,10.5,71.0,43.8,66.0,40.7,137.0,84.6
Kent School District,0680011,2015,Math,All Students,164.0,162.0,98.8,162.0,16.0,9.9,36.0,22.2,77.0,47.5,33.0,20.4,110.0,67.9
Killingly School District,0690011,2015,ELA,All Students,1217.0,1201.0,98.7,1199.0,240.0,20.0,318.0,26.5,464.0,38.7,177.0,14.8,641.0,53.5
Killingly School District,0690011,2015,Math,All Students,1217.0,1195.0,98.2,1194.0,401.0,33.6,454.0,38.0,269.0,22.5,70.0,5.9,339.0,28.4
Learn,2450014,2015,ELA,All Students,582.0,567.0,97.4,564.0,97.0,17.2,147.0,26.1,187.0,33.2,133.0,23.6,320.0,56.7
Learn,2450014,2015,Math,All Students,582.0,570.0,97.9,568.0,225.0,39.6,189.0,33.3,105.0,18.5,49.0,8.6,154.0,27.1
Lebanon School District,0710011,2015,ELA,All Students,577.0,559.0,96.9,559.0,82.0,14.7,130.0,23.3,214.0,38.3,133.0,23.8,347.0,62.1
Lebanon School District,0710011,2015,Math,All Students,577.0,551.0,95.5,551.0,117.0,21.2,178.0,32.3,150.0,27.2,106.0,19.2,256.0,46.5
Ledyard School District,0720011,2015,ELA,All Students,1268.0,1238.0,97.6,1236.0,191.0,15.5,279.0,22.6,469.0,37.9,297.0,24.0,766.0,62.0
Ledyard School District,0720011,2015,Math,All Students,1269.0,1244.0,98.0,1241.0,285.0,23.0,409.0,33.0,322.0,25.9,225.0,18.1,547.0,44.1
Lisbon School District,0730011,2015,ELA,All Students,258.0,255.0,98.8,255.0,35.0,13.7,55.0,21.6,110.0,43.1,55.0,21.6,165.0,64.7
Lisbon School District,0730011,2015,Math,All Students,258.0,255.0,98.8,255.0,80.0,31.4,114.0,44.7,47.0,18.4,14.0,5.5,61.0,23.9
Litchfield School District,0740011,2015,ELA,All Students,565.0,557.0,98.6,555.0,63.0,11.4,110.0,19.8,192.0,34.6,190.0,34.2,382.0,68.8
Litchfield School District,0740011,2015,Math,All Students,565.0,557.0,98.6,557.0,89.0,16.0,131.0,23.5,177.0,31.8,160.0,28.7,337.0,60.5
Madison School District,0760011,2015,ELA,All Students,1715.0,1328.0,77.4,1323.0,106.0,8.0,227.0,17.2,521.0,39.4,469.0,35.4,990.0,74.8
Madison School District,0760011,2015,Math,All Students,1715.0,1325.0,77.3,1324.0,168.0,12.7,364.0,27.5,415.0,31.3,377.0,28.5,792.0,59.8
Manchester School District,0770011,2015,ELA,All Students,3043.0,2805.0,92.2,2798.0,978.0,35.0,733.0,26.2,741.0,26.5,346.0,12.4,1087.0,38.8
Manchester School District,0770011,2015,Math,All Students,3042.0,2804.0,92.2,2799.0,1166.0,41.7,856.0,30.6,527.0,18.8,250.0,8.9,777.0,27.8
Mansfield School District,0780011,2015,ELA,All Students,782.0,723.0,92.5,722.0,61.0,8.4,92.0,12.7,230.0,31.9,339.0,47.0,569.0,78.8
Mansfield School District,0780011,2015,Math,All Students,784.0,735.0,93.8,733.0,70.0,9.5,165.0,22.5,183.0,25.0,315.0,43.0,498.0,67.9
Marlborough School District,0790011,2015,ELA,All Students,367.0,366.0,99.7,366.0,37.0,10.1,53.0,14.5,124.0,33.9,152.0,41.5,276.0,75.4
Marlborough School District,0790011,2015,Math,All Students,367.0,366.0,99.7,366.0,32.0,8.7,87.0,23.8,126.0,34.4,121.0,33.1,247.0,67.5
Meriden School District,0800011,2015,ELA,All Students,3858.0,3720.0,96.4,3707.0,1293.0,34.9,987.0,26.6,979.0,26.4,448.0,12.1,1427.0,38.5
Meriden School District,0800011,2015,Math,All Students,3853.0,3756.0,97.5,3749.0,1988.0,53.0,1087.0,29.0,505.0,13.5,169.0,4.5,674.0,18.0
