School Year,Type,DistrictName,Count*,Percent*
2021-22,Public Schools in Other Districts,Ansonia School District,51.0,11.8
2021-22,Public Schools in Other Districts,Ashford School District,,
2021-22,Public Schools in Other Districts,Avon School District,17.0,5.0
2021-22,Public Schools in Other Districts,Barkhamsted School District,,
2021-22,Public Schools in Other Districts,Berlin School District,12.0,2.9
2021-22,Public Schools in Other Districts,Bethany School District,0.0,0.0
2021-22,Public Schools in Other Districts,Bethel School District,8.0,1.9
2021-22,Public Schools in Other Districts,Bloomfield School District,93.0,21.3
2021-22,Public Schools in Other Districts,Bolton School District,6.0,7.1
2021-22,Public Schools in Other Districts,Bozrah School District,17.0,39.5
2021-22,Public Schools in Other Districts,Branford School District,19.0,5.4
2021-22,Public Schools in Other Districts,Bridgeport School District,581.0,14.7
2021-22,Public Schools in Other Districts,Bristol School District,66.0,4.3
2021-22,Public Schools in Other Districts,Brookfield School District,18.0,4.7
2021-22,Public Schools in Other Districts,Brooklyn School District,46.0,25.6
2021-22,Public Schools in Other Districts,Canaan School District,,
2021-22,Public Schools in Other Districts,Canterbury School District,25.0,36.8
2021-22,Public Schools in Other Districts,Canton School District,12.0,5.2
2021-22,Public Schools in Other Districts,Chaplin School District,,
2021-22,Public Schools in Other Districts,Cheshire School District,8.0,1.5
2021-22,Public Schools in Other Districts,Chester School District,,
2021-22,Public Schools in Other Districts,Clinton School District,13.0,6.0
2021-22,Public Schools in Other Districts,Colchester School District,19.0,6.1
2021-22,Public Schools in Other Districts,Columbia School District,22.0,31.0
2021-22,Public Schools in Other Districts,Cornwall School District,,
2021-22,Public Schools in Other Districts,Coventry School District,13.0,5.9
2021-22,Public Schools in Other Districts,Cromwell School District,15.0,6.3
2021-22,Public Schools in Other Districts,Danbury School District,20.0,1.3
2021-22,Public Schools in Other Districts,Darien School District,,
2021-22,Public Schools in Other Districts,Deep River School District,,
2021-22,Public Schools in Other Districts,Department of Mental Health and Addiction Services,0.0,0.0
2021-22,Public Schools in Other Districts,Derby School District,31.0,10.7
2021-22,Public Schools in Other Districts,East Granby School District,,
2021-22,Public Schools in Other Districts,East Haddam School District,0.0,0.0
2021-22,Public Schools in Other Districts,East Hampton School District,6.0,2.1
2021-22,Public Schools in Other Districts,East Hartford School District,312.0,20.4
2021-22,Public Schools in Other Districts,East Haven School District,73.0,14.5
2021-22,Public Schools in Other Districts,East Lyme School District,10.0,2.3
2021-22,Public Schools in Other Districts,East Windsor School District,13.0,5.9
2021-22,Public Schools in Other Districts,Eastford School District,6.0,25.0
2021-22,Public Schools in Other Districts,Easton School District,,
2021-22,Public Schools in Other Districts,Ellington School District,14.0,3.9
2021-22,Public Schools in Other Districts,Enfield School District,43.0,4.9
2021-22,Public Schools in Other Districts,Essex School District,,
2021-22,Public Schools in Other Districts,Fairfield School District,23.0,1.6
2021-22,Public Schools in Other Districts,Farmington School District,10.0,1.9
2021-22,Public Schools in Other Districts,Franklin School District,7.0,33.3
2021-22,Public Schools in Other Districts,Glastonbury School District,26.0,4.1
2021-22,Public Schools in Other Districts,Granby School District,13.0,4.7
2021-22,Public Schools in Other Districts,Greenwich School District,,
2021-22,Public Schools in Other Districts,Griswold School District,16.0,5.7
2021-22,Public Schools in Other Districts,Groton School District,55.0,7.2
2021-22,Public Schools in Other Districts,Guilford School District,15.0,3.8
2021-22,Public Schools in Other Districts,Hamden School District,182.0,16.4
2021-22,Public Schools in Other Districts,Hampton School District,,
2021-22,Public Schools in Other Districts,Hartford School District,1058.0,26.3
2021-22,Public Schools in Other Districts,Hartland School District,14.0,28.6
2021-22,Public Schools in Other Districts,Killingly School District,46.0,11.0
2021-22,Public Schools in Other Districts,Lebanon School District,12.0,9.4
2021-22,Public Schools in Other Districts,Ledyard School District,15.0,3.8
2021-22,Public Schools in Other Districts,Lisbon School District,23.0,25.8
2021-22,Public Schools in Other Districts,Litchfield School District,8.0,5.2
2021-22,Public Schools in Other Districts,Madison School District,13.0,3.7
2021-22,Public Schools in Other Districts,Manchester School District,161.0,14.2
2021-22,Public Schools in Other Districts,Mansfield School District,,
2021-22,Public Schools in Other Districts,Marlborough School District,,
2021-22,Public Schools in Other Districts,Meriden School District,76.0,4.4
2021-22,Public Schools in Other Districts,Middletown School District,21.0,3.2
2021-22,Public Schools in Other Districts,Milford School District,27.0,3.2
2021-22,Public Schools in Other Districts,Monroe School District,15.0,3.2
2021-22,Public Schools in Other Districts,Montville School District,30.0,7.7
2021-22,Public Schools in Other Districts,Naugatuck School District,44.0,5.6
2021-22,Public Schools in Other Districts,New Britain School District,312.0,13.8
2021-22,Public Schools in Other Districts,New Canaan School District,,
2021-22,Public Schools in Other Districts,New Fairfield School District,,
2021-22,Public Schools in Other Districts,New Hartford School District,,
2021-22,Public Schools in Other Districts,New Haven School District,487.0,16.0
2021-22,Public Schools in Other Districts,New London School District,109.0,16.7
2021-22,Public Schools in Other Districts,New Milford School District,11.0,1.9
2021-22,Public Schools in Other Districts,Newington School District,23.0,3.8
2021-22,Public Schools in Other Districts,Newtown School District,21.0,3.5
2021-22,Public Schools in Other Districts,North Branford School District,12.0,4.9
2021-22,Public Schools in Other Districts,North Canaan School District,,
2021-22,Public Schools in Other Districts,North Haven School District,21.0,5.4
2021-22,Public Schools in Other Districts,North Stonington School District,7.0,9.0
2021-22,Public Schools in Other Districts,Norwalk School District,79.0,4.6
